Time	sum(Output total – Blocks (ZEC)) – Zcash
02.10.2019	101401940316012
03.10.2019	155406094873007
04.10.2019	266568135301769
05.10.2019	224402917372475
06.10.2019	264524366057998
07.10.2019	281955519581960
08.10.2019	260050625417769
09.10.2019	232001314569824
10.10.2019	214806983746906
11.10.2019	314619962107244
12.10.2019	616434965055908
13.10.2019	570741292618120
14.10.2019	534923939839671
15.10.2019	555632636300013
16.10.2019	468261158997627
17.10.2019	479629708504426
18.10.2019	487290480344798
19.10.2019	421996546588615
20.10.2019	351028844880231
21.10.2019	335851594010746
22.10.2019	345093275544352
23.10.2019	579722037777603
24.10.2019	440608724970496
25.10.2019	557741212069315
26.10.2019	521675499068214
27.10.2019	389068807176369
28.10.2019	433068715566060
29.10.2019	386221892361215
30.10.2019	524018604130132
31.10.2019	305971632848566
01.11.2019	252926152243712
02.11.2019	206465455855653
03.11.2019	150780374160041
04.11.2019	177704624905872
05.11.2019	171076174991193
06.11.2019	174132117959552
07.11.2019	507103776651931
08.11.2019	613754274441581
09.11.2019	565958227744119
10.11.2019	516705938923470
11.11.2019	455281811465436
12.11.2019	431869044037913
13.11.2019	411615027754532
14.11.2019	362588905406565
15.11.2019	456990200902319
16.11.2019	364583358451627
17.11.2019	297654715175039
18.11.2019	264649970765179
19.11.2019	264825593884527
20.11.2019	240356411609183
21.11.2019	320594481416667
22.11.2019	357522310826814
23.11.2019	281180868297790
24.11.2019	225039154325969
25.11.2019	394896382936601
26.11.2019	148156859029683
27.11.2019	171582099501123
28.11.2019	181454789239788
29.11.2019	153797230077012
30.11.2019	190577354247837
01.12.2019	188890685064746
02.12.2019	348718629327484
03.12.2019	575201619491818
04.12.2019	565806054680379
05.12.2019	694349226370762
06.12.2019	582315097203040
07.12.2019	489983196252576
08.12.2019	477230899472022
09.12.2019	559818051693713
10.12.2019	626861879607225
11.12.2019	115929148121922
12.12.2019	711125450187531
13.12.2019	444727144787347
14.12.2019	355821334794634
15.12.2019	296700344735356
16.12.2019	321808753883152
17.12.2019	362967846279277
18.12.2019	264408740102108
19.12.2019	284896301831901
20.12.2019	215734243627239
21.12.2019	355572874182677
22.12.2019	145496536585780
23.12.2019	241515439539921
24.12.2019	236792987645462
25.12.2019	163052743525938
26.12.2019	168966295072345
27.12.2019	131149805147696
28.12.2019	78588118218557
29.12.2019	120566840214236
30.12.2019	185196661332542
31.12.2019	411718313445315
01.01.2020	303925103331243
02.01.2020	311957607085877
03.01.2020	314777202752754
04.01.2020	168108661938616
05.01.2020	262934821160393
06.01.2020	237276058164865
07.01.2020	299021967181290
08.01.2020	248230284880229
09.01.2020	272201201426484
10.01.2020	417211239818315
11.01.2020	536498034824768
12.01.2020	417828900724101
13.01.2020	590809679857489
14.01.2020	845875935324567
15.01.2020	957231353719423
16.01.2020	491035648239987
17.01.2020	573914152617194
18.01.2020	357155946294748
19.01.2020	475465399235572
20.01.2020	339700226106934
21.01.2020	266409340232806
22.01.2020	181439647943670
23.01.2020	184494709533179
24.01.2020	234020217400747
25.01.2020	159951610001869
26.01.2020	244245221715443
27.01.2020	350715797398093
28.01.2020	400578197232816
29.01.2020	420410078841805
30.01.2020	566622921312993
31.01.2020	647048015624235
01.02.2020	192789083332467
02.02.2020	163130594650680
03.02.2020	116447815636601
04.02.2020	125127462756054
05.02.2020	349516336871587
06.02.2020	397486969323002
07.02.2020	558239036158534
08.02.2020	419068598019407
09.02.2020	450716075114440
10.02.2020	367712217477313
11.02.2020	370525983790567
12.02.2020	362247374477673
13.02.2020	587241309705665
14.02.2020	411601607513558
15.02.2020	338316868507077
16.02.2020	382440312414783
17.02.2020	439532209035585
18.02.2020	331005573672140
19.02.2020	226270861266671
20.02.2020	395997086723164
21.02.2020	237084759656298
22.02.2020	224310466797111
23.02.2020	287845502111334
24.02.2020	235678619006248
25.02.2020	296109689174172
26.02.2020	466634823290918
27.02.2020	166200214062375
28.02.2020	183634244119894
29.02.2020	146589033421107
01.03.2020	238678926799435
02.03.2020	171319414478792
03.03.2020	143172389888569
04.03.2020	140614853354643
05.03.2020	146216660535766
06.03.2020	126621536433779
07.03.2020	90517484256711
08.03.2020	297164495900047
09.03.2020	282486522323445
10.03.2020	221882605966306
11.03.2020	139042746293323
12.03.2020	496067677079988
13.03.2020	490929084084130
14.03.2020	242398030620034
15.03.2020	285771816801401
16.03.2020	294958802486830
17.03.2020	210038103233991
18.03.2020	199874866338706
19.03.2020	261729642878189
20.03.2020	205680427041625
21.03.2020	129902904244805
22.03.2020	104742363384487
23.03.2020	109828645791093
24.03.2020	169566931360359
25.03.2020	189762740261926
26.03.2020	168998193394763
27.03.2020	130416906142198
28.03.2020	129190656227202
29.03.2020	109014637029605
30.03.2020	118023211825262
31.03.2020	133348824540422
01.04.2020	97192259454142
02.04.2020	109107972903751
03.04.2020	100208712909992
04.04.2020	68086696541704
05.04.2020	67578188868274
06.04.2020	101685160239635
07.04.2020	153732219357346
08.04.2020	158380523063957
09.04.2020	199601075734588
10.04.2020	226003554945619
11.04.2020	100034646258926
12.04.2020	76734289291877
13.04.2020	101434013861490
14.04.2020	76220166148939
15.04.2020	85911219110061
16.04.2020	111374492953336
17.04.2020	73554819376413
18.04.2020	89593740992590
19.04.2020	142795913400076
20.04.2020	147998532960457
21.04.2020	114163091972434
22.04.2020	98575844945894
23.04.2020	119997683316894
24.04.2020	89813879669060
25.04.2020	66106811156082
26.04.2020	63041487829154
27.04.2020	89556282124313
28.04.2020	62281707438849
29.04.2020	147009295016960
30.04.2020	179862607898462
01.05.2020	139403736025214
02.05.2020	74299731957901
03.05.2020	85781283423793
04.05.2020	133845312954970
05.05.2020	107679552249533
06.05.2020	109358839650886
07.05.2020	140345912798474
08.05.2020	112071874254787
09.05.2020	99054370892783
10.05.2020	133426928193514
11.05.2020	124379317452366
12.05.2020	139021166898382
13.05.2020	102094140177325
14.05.2020	124942998630344
15.05.2020	91808375624600
16.05.2020	73488193685275
17.05.2020	152061773784543
18.05.2020	233819421438942
19.05.2020	117431312422037
20.05.2020	137005378163035
21.05.2020	146133785069145
22.05.2020	129441383232328
23.05.2020	61753708559117
24.05.2020	106003867275745
25.05.2020	100306593248671
26.05.2020	133910366506161
27.05.2020	110167678617931
28.05.2020	107798525303856
29.05.2020	89947165920152
30.05.2020	277746542011474
31.05.2020	249306824578646
01.06.2020	123999706976797
02.06.2020	155690269719904
03.06.2020	156731903075177
04.06.2020	101685834645691
05.06.2020	154440629703861
06.06.2020	113115994628936
07.06.2020	110752180169356
08.06.2020	105660174698160
09.06.2020	117039594299229
10.06.2020	124563307181359
11.06.2020	193682666963608
12.06.2020	140294662277875
13.06.2020	126206904502134
14.06.2020	113828791820992
15.06.2020	164753603733897
16.06.2020	114125892646628
17.06.2020	76669258955672
18.06.2020	87224177757129
19.06.2020	82098866488478
20.06.2020	76246240088230
21.06.2020	103764662083171
22.06.2020	154017189978436
23.06.2020	140910611363234
24.06.2020	277806142852521
25.06.2020	141727992864867
26.06.2020	141668533811905
27.06.2020	133433508347863
28.06.2020	185523025682767
29.06.2020	189626468916987
30.06.2020	135590531290220
01.07.2020	119974766040866
02.07.2020	130082065999738
03.07.2020	162093786422108
04.07.2020	140448129164236
05.07.2020	109511101750302
06.07.2020	199624323030247
07.07.2020	124389432829871
08.07.2020	182405521327027
09.07.2020	131139344974335
10.07.2020	102610694774384
11.07.2020	102485170190219
12.07.2020	131703101484194
13.07.2020	246001610680569
14.07.2020	185164518856563
15.07.2020	217313742013412
16.07.2020	197414403089947
17.07.2020	140129883112194
18.07.2020	119927734829282
19.07.2020	128806118786355
20.07.2020	153766489120133
21.07.2020	152086509167152
22.07.2020	165038458859284
23.07.2020	100796125426217
24.07.2020	113856877864743
25.07.2020	87697838631913
26.07.2020	224759315146543
27.07.2020	225238221620212
28.07.2020	194916675473940
29.07.2020	198536951436185
30.07.2020	164761312926318
31.07.2020	201149653314044
01.08.2020	380749128837050
02.08.2020	342835548771158
03.08.2020	320598895207727
04.08.2020	211392382343052
05.08.2020	428027577134615
06.08.2020	322210445910217
07.08.2020	349994580224216
08.08.2020	203947943978635
09.08.2020	259155571108384
10.08.2020	319077723081902
11.08.2020	425484591430383
12.08.2020	370644415262152
13.08.2020	480734882589781
14.08.2020	363224355140910
15.08.2020	304696294244297
16.08.2020	273323676129830
17.08.2020	293905856176178
18.08.2020	215468506578271
19.08.2020	279194508282387
20.08.2020	283864936990155
21.08.2020	201081470142756
22.08.2020	345527774449694
23.08.2020	198594294147802
24.08.2020	211132542140237
25.08.2020	268390863299052
26.08.2020	280454276012381
27.08.2020	334420489113974
28.08.2020	219569659304318
29.08.2020	162477701357112
30.08.2020	110050739842891
31.08.2020	269517578615241
01.09.2020	270907217823836
02.09.2020	161597818685916
03.09.2020	513909346503776
04.09.2020	536026258833825
05.09.2020	414144149583446
06.09.2020	354951983301216
07.09.2020	429724883659116
08.09.2020	365834139130453
09.09.2020	226505807669060
10.09.2020	230263547164031
11.09.2020	380935492586288
12.09.2020	366853247549162
13.09.2020	209668641346944
14.09.2020	278190030571237
15.09.2020	217460196547636
16.09.2020	222583296610531
17.09.2020	138187484253626
18.09.2020	162393403511135
19.09.2020	78792960502288
20.09.2020	71199095562959
21.09.2020	216007898549153
22.09.2020	330510298028960
23.09.2020	214974071116280
24.09.2020	248764414256775
25.09.2020	176693574744206
26.09.2020	51800743780898
27.09.2020	98175812367886
28.09.2020	155862584332696
29.09.2020	149156803568351
30.09.2020	101126065881120
01.10.2020	141155325572762
02.10.2020	123100850685473
03.10.2020	182459244711414
04.10.2020	157280167072963
05.10.2020	142671494358133
06.10.2020	219874063209546
07.10.2020	139939559586388
08.10.2020	128344020665079
09.10.2020	125233383752239
10.10.2020	162683995948090
11.10.2020	292264680903301
12.10.2020	225048662784346
13.10.2020	178535730502759
14.10.2020	113966078287376
15.10.2020	202681826199085
16.10.2020	261721283751136
17.10.2020	202115195363211
18.10.2020	209807728762781
19.10.2020	304860819339090
20.10.2020	314608944516622
21.10.2020	415458568173118
22.10.2020	281815218580608
23.10.2020	289897694230703
24.10.2020	210742683129299
25.10.2020	172955498959735
26.10.2020	244408732526471
27.10.2020	235848267846747
28.10.2020	342024346838470
29.10.2020	285196739270357
30.10.2020	391651622333971
31.10.2020	191770294539164
01.11.2020	206302647055834
02.11.2020	162845263485713
03.11.2020	256978591555806
04.11.2020	238755541521271
05.11.2020	334270614450486
06.11.2020	276235728873662
07.11.2020	223855018389814
08.11.2020	161836264395050
09.11.2020	150648165597358
10.11.2020	267904933602836
11.11.2020	141760673865670
12.11.2020	523921817668787
13.11.2020	392734584517660
14.11.2020	379301398810981
15.11.2020	359230619521883
16.11.2020	472017282148937
17.11.2020	430467180548507
18.11.2020	85811259039199
19.11.2020	366765089796304
20.11.2020	494962248433826
21.11.2020	449731205755017
22.11.2020	369975269742020
23.11.2020	408955026687519
24.11.2020	677538091337945
25.11.2020	399884706317650
26.11.2020	434969192985618
27.11.2020	348889791457240
28.11.2020	263897318547186
29.11.2020	219323281523709
30.11.2020	340527823748449
01.12.2020	336470371808371
02.12.2020	319463618671254
03.12.2020	315592809059493
04.12.2020	388231119111281
05.12.2020	319397393914235
06.12.2020	205963398098972
07.12.2020	312745880777661
08.12.2020	356260299962027
09.12.2020	369853988433305
10.12.2020	436388838227973
11.12.2020	181044045226537
12.12.2020	190917073963581
13.12.2020	251781820986222
14.12.2020	214735420874706
15.12.2020	155986919592542
16.12.2020	299999600330865
17.12.2020	273127621693382
18.12.2020	294357646920180
19.12.2020	136184993876516
20.12.2020	198990109292737
21.12.2020	248954297354440
22.12.2020	317052097937614
23.12.2020	199257138943144
24.12.2020	362292081735933
25.12.2020	297193709278413
26.12.2020	262249635339790
27.12.2020	319996351057765
28.12.2020	267136422235873
29.12.2020	654771940615639
30.12.2020	530963297309907
31.12.2020	391397698574115
01.01.2021	736400322815298
02.01.2021	958858745334900
03.01.2021	821367530079011
04.01.2021	978243792548023
05.01.2021	628308665959766
06.01.2021	1094605578302848
07.01.2021	1061015720194323
08.01.2021	721811867986318
09.01.2021	711210959187693
10.01.2021	1322665701134243
11.01.2021	1273988611244140
12.01.2021	965582187707949
13.01.2021	926705406389760
14.01.2021	1049964166695268
15.01.2021	878220179500531
16.01.2021	554044004066455
17.01.2021	459095880892679
18.01.2021	453244265460097
19.01.2021	462548288176935
20.01.2021	716465271001869
21.01.2021	676835375343332
22.01.2021	587916430756348
23.01.2021	467232573099990
24.01.2021	617486335896166
25.01.2021	656198812629361
26.01.2021	433294243799645
27.01.2021	454996355216578
28.01.2021	831381867118761
29.01.2021	565820063572881
30.01.2021	483733079566005
31.01.2021	564625027268359
01.02.2021	647509039638241
02.02.2021	632333024782918
03.02.2021	572509628998002
04.02.2021	471658955916364
05.02.2021	921854539010373
06.02.2021	344095428015624
07.02.2021	669686239511914
08.02.2021	581657885964451
09.02.2021	1032492994354453
10.02.2021	1223158638817540
11.02.2021	868901309091129
12.02.2021	529240699622731
13.02.2021	652852200801326
14.02.2021	2065314332651974
15.02.2021	898699661531392
16.02.2021	481837974300094
17.02.2021	578821934195402
18.02.2021	756715097884831
19.02.2021	592794023896173
20.02.2021	655391531769656
21.02.2021	417461920195302
22.02.2021	645743600950886
23.02.2021	623668911027379
24.02.2021	642412114085774
25.02.2021	443223635234357
26.02.2021	791033768565085
27.02.2021	354002549603988
28.02.2021	1091370596650042
01.03.2021	728129890485735
02.03.2021	468607251774705
03.03.2021	991328505502552
04.03.2021	495326996307542
05.03.2021	337340638936036
06.03.2021	208426874528798
07.03.2021	443455427018552
08.03.2021	391878193171830
09.03.2021	479539202074769
10.03.2021	655494390332112
11.03.2021	585835228504908
12.03.2021	495337959813220
13.03.2021	739289263250323
14.03.2021	397483080586694
15.03.2021	558160479946255
16.03.2021	395390385667134
17.03.2021	765292513639152
18.03.2021	634051209215865
19.03.2021	347557537332330
20.03.2021	266165390855996
21.03.2021	249344078794374
22.03.2021	530844190544075
23.03.2021	347692256997963
24.03.2021	794879055207551
25.03.2021	583875502741531
26.03.2021	435565225664907
27.03.2021	381348955082841
28.03.2021	279664157090059
29.03.2021	487323558152105
30.03.2021	527804038637094
31.03.2021	506698763617257
01.04.2021	807633114818140
02.04.2021	797061691488391
03.04.2021	557119873587735
04.04.2021	571587489943312
05.04.2021	759346931059316
06.04.2021	852859782420521
07.04.2021	899640762074018
08.04.2021	415327727618580
09.04.2021	459419934261085
10.04.2021	347486557647646
11.04.2021	876686702726013
12.04.2021	1222103043240199
13.04.2021	605753495369913
14.04.2021	458011320756996
15.04.2021	1108966267153790
16.04.2021	1687873324451638
17.04.2021	517487827069686
18.04.2021	1274797806757155
19.04.2021	1152766237753796
20.04.2021	2561741460007850
21.04.2021	1911047708779546
22.04.2021	1191968456384796
23.04.2021	2099218700549352
24.04.2021	955192649151408
25.04.2021	422620957565034
26.04.2021	539348269045277
27.04.2021	659047053172067
28.04.2021	995914975149352
29.04.2021	472421533858672
30.04.2021	1406465537924442
01.05.2021	1296707418104658
02.05.2021	839867934854649
03.05.2021	675001173431286
04.05.2021	1074428304838292
05.05.2021	1019856039012326
06.05.2021	1834754482550726
07.05.2021	1645680506539802
08.05.2021	683559697307990
09.05.2021	539497068023423
10.05.2021	556493052457660
11.05.2021	634094288472281
12.05.2021	1327570974634729
13.05.2021	1094258487946341
14.05.2021	1111554005370715
15.05.2021	878618959447335
16.05.2021	946637817904506
17.05.2021	1175186663598660
18.05.2021	752937558611134
19.05.2021	2168821222483264
20.05.2021	1924799124202465
21.05.2021	1088734371897608
22.05.2021	1129427589072258
23.05.2021	1427762319621511
24.05.2021	1617911907168380
25.05.2021	745182871783138
26.05.2021	787493567705919
27.05.2021	753024417905874
28.05.2021	801391554343871
29.05.2021	924094832672514
30.05.2021	761798536816093
31.05.2021	566079176321421
01.06.2021	472347831147338
02.06.2021	289001139487510
03.06.2021	403355719394033
04.06.2021	501008188260743
05.06.2021	256394004878965
06.06.2021	349848116098359
07.06.2021	534092917514520
08.06.2021	448665027234329
09.06.2021	565385374343549
10.06.2021	602093282197398
11.06.2021	470598740553789
12.06.2021	328505795323294
13.06.2021	457301603712428
14.06.2021	225788845022234
15.06.2021	359387025015706
16.06.2021	186752680345129
17.06.2021	424664444642202
18.06.2021	205648792865359
19.06.2021	318475780863152
20.06.2021	163043539521501
21.06.2021	592470359572081
22.06.2021	704950800556797
23.06.2021	359776188139183
24.06.2021	220866004690461
25.06.2021	272136846011700
26.06.2021	179666728588828
27.06.2021	356396562165289
28.06.2021	442323371419512
29.06.2021	485652447629301
30.06.2021	303330337369651
01.07.2021	416176605702898
02.07.2021	556623148588519
03.07.2021	188141405678434
04.07.2021	277184532895773
05.07.2021	246945914775626
06.07.2021	275123246502022
07.07.2021	410332739327140
08.07.2021	201993976895567
09.07.2021	438591047521418
10.07.2021	167410617622692
11.07.2021	238742014347592
12.07.2021	171444707594593
13.07.2021	269857894320964
14.07.2021	366553827136715
15.07.2021	178408279932126
16.07.2021	472794565303732
17.07.2021	384395774658847
18.07.2021	132626463292668
19.07.2021	165619556514959
20.07.2021	279210154153812
21.07.2021	290396848373025
22.07.2021	284597640710120
23.07.2021	449265940445333
24.07.2021	213650565428973
25.07.2021	158421642262430
26.07.2021	254708327406913
27.07.2021	254093482406323
28.07.2021	261584567525742
29.07.2021	182562387075770
30.07.2021	213459758252571
31.07.2021	183279129717157
01.08.2021	426335014242269
02.08.2021	282902708892503
03.08.2021	253648623484321
04.08.2021	311367475517779
05.08.2021	308260882991605
06.08.2021	122271229806082
07.08.2021	233120717542284
08.08.2021	384481380471404
09.08.2021	259072276208000
10.08.2021	188303891684574
11.08.2021	136438752466479
12.08.2021	271896994614574
13.08.2021	313779462202230
14.08.2021	278647121442862
15.08.2021	243499434819420
16.08.2021	175303651398678
17.08.2021	420398930253103
18.08.2021	444056997895950
19.08.2021	231286680152961
20.08.2021	326923401132353
21.08.2021	176640260168036
22.08.2021	186644140271277
23.08.2021	234682781430237
24.08.2021	744342519421928
25.08.2021	317040887287948
26.08.2021	347078127157550
27.08.2021	223323381743207
28.08.2021	218160501526448
29.08.2021	111406155615459
30.08.2021	215646650107427
31.08.2021	135685709895845
01.09.2021	249580098483894
02.09.2021	271123087843856
03.09.2021	624053511785753
04.09.2021	335129590331485
05.09.2021	314209893106545
06.09.2021	360691882221162
07.09.2021	317352372487491
08.09.2021	337918884754847
09.09.2021	279527052032839
10.09.2021	191361481813985
11.09.2021	112330889550901
12.09.2021	174536085489835
13.09.2021	246606611499953
14.09.2021	186704505141419
15.09.2021	194855562371585
16.09.2021	173088353291152
17.09.2021	142738068180254
18.09.2021	138606554419687
19.09.2021	52637876875935
20.09.2021	515823398329380
21.09.2021	570908647421339
22.09.2021	248223213851296
23.09.2021	214902287721153
24.09.2021	517323122341258
25.09.2021	377966218531818
26.09.2021	366766905047764
27.09.2021	416007000829648
28.09.2021	260366303984275
29.09.2021	277887841966186
30.09.2021	187092731287652
01.10.2021	235844196657192
02.10.2021	502463393837082
03.10.2021	373980350029752
04.10.2021	525249627099748
05.10.2021	401661465134170
06.10.2021	163642487485973
07.10.2021	170789043543103
08.10.2021	154468420403980
09.10.2021	90013105559796
10.10.2021	113740981692808
11.10.2021	147786698054715
12.10.2021	115022817186830
13.10.2021	209102213041063
14.10.2021	169561182721133
15.10.2021	174870134133324
16.10.2021	79691610688763
17.10.2021	291620345774331
18.10.2021	335397758646649
19.10.2021	574440836345393
20.10.2021	455524502341114
21.10.2021	282273336612924
22.10.2021	326427486910679
23.10.2021	475020426916530
24.10.2021	384412938571735
25.10.2021	499445569285096
26.10.2021	388342504031652
27.10.2021	444774591404189
28.10.2021	282125378537301
29.10.2021	420771657292538
30.10.2021	140449740484097
31.10.2021	333593314287187
01.11.2021	606294221960284
02.11.2021	822672864989962
03.11.2021	753352776114140
04.11.2021	365820769809690
05.11.2021	144604251394480
06.11.2021	139290454113291
07.11.2021	170382233301536
08.11.2021	221077292249286
09.11.2021	448728980529264
10.11.2021	586589822307956
11.11.2021	388261549770239
12.11.2021	432232451374428
13.11.2021	347235902066116
14.11.2021	502664704633710
15.11.2021	485084458062046
16.11.2021	982012814637144
17.11.2021	920620720776058
18.11.2021	1066829616063127
19.11.2021	786825067722368
20.11.2021	612892257934795
21.11.2021	840642856444893
22.11.2021	1184504982639415
23.11.2021	583231286164935
24.11.2021	1208533265836908
25.11.2021	1421596052064934
26.11.2021	1052413244845565
27.11.2021	881786747572730
28.11.2021	661759876150793
29.11.2021	720817906410922
30.11.2021	828597592108415
01.12.2021	1011346290138508
02.12.2021	781125248859783
03.12.2021	690792841256505
04.12.2021	647912037409370
05.12.2021	323776815927099
06.12.2021	465569139440540
07.12.2021	390237351252425
08.12.2021	325153918510197
09.12.2021	273913129417325
10.12.2021	392230160828593
11.12.2021	293684236407635
12.12.2021	146317731603342
13.12.2021	321697114292645
14.12.2021	141430908394397
15.12.2021	489549062669861
16.12.2021	252470338890929
17.12.2021	294866091432279
18.12.2021	427622950227306
19.12.2021	214037806988384
20.12.2021	186245857599329
21.12.2021	320166118462331
22.12.2021	337384553909858
23.12.2021	520610049657349
24.12.2021	435035034062237
25.12.2021	186061962394441
26.12.2021	230637100848807
27.12.2021	441007872020995
28.12.2021	509682314735178
29.12.2021	459169946035159
30.12.2021	491690995577524
31.12.2021	234540388374477
01.01.2022	217524024223571
02.01.2022	61547882248248
03.01.2022	175054542050882
04.01.2022	167859643335454
05.01.2022	235519682216481
06.01.2022	148137228663282
07.01.2022	291835293100423
08.01.2022	267675498614345
09.01.2022	265312688433781
10.01.2022	255505459953231
11.01.2022	137845484235620
12.01.2022	40012336296653
13.01.2022	847041079701156
14.01.2022	672651991531791
15.01.2022	381340344721894
16.01.2022	263774382492234
17.01.2022	241888076351545
18.01.2022	92377246582440
19.01.2022	230559853127359
20.01.2022	614821582249933
21.01.2022	640957493551473
22.01.2022	1344734687232765
23.01.2022	209467988526624
24.01.2022	457007156656627
25.01.2022	368536463788052
26.01.2022	412138294449510
27.01.2022	431360089774982
28.01.2022	298390347248534
29.01.2022	444509691627164
30.01.2022	159710690709185
31.01.2022	179036393222611
01.02.2022	189298823124315
02.02.2022	187305392372733
03.02.2022	240569319917945
04.02.2022	92729965232055
05.02.2022	252998498285049
06.02.2022	121901536664637
07.02.2022	212192419025971
08.02.2022	208272884381177
09.02.2022	188335943746542
10.02.2022	103992758942948
11.02.2022	244382423000855
12.02.2022	76224531653139
13.02.2022	114172946950814
14.02.2022	221680655988522
15.02.2022	198381447095700
16.02.2022	107982931053600
17.02.2022	187534648336235
18.02.2022	239991262386812
19.02.2022	162499609686405
20.02.2022	104745609679092
21.02.2022	302734601277315
22.02.2022	247711841918363
23.02.2022	255400870070062
24.02.2022	354549751456625
25.02.2022	191915303799259
26.02.2022	131225213378774
27.02.2022	157098445308823
28.02.2022	191642418111909
01.03.2022	168627396651884
02.03.2022	119018654283506
03.03.2022	308101431782830
04.03.2022	347920657916779
05.03.2022	250274882424058
06.03.2022	238807974103562
07.03.2022	154822704059492
08.03.2022	286149762803910
09.03.2022	301273633856013
10.03.2022	224974782867372
11.03.2022	121393346688850
12.03.2022	64122783368775
13.03.2022	77791052010303
14.03.2022	92643841422528
15.03.2022	68628118479392
16.03.2022	195971981777333
17.03.2022	271768658112367
18.03.2022	117540040779750
19.03.2022	408595086320065
20.03.2022	64275854771317
21.03.2022	63787337881338
22.03.2022	118460951040150
23.03.2022	153941413342481
24.03.2022	215604129536942
25.03.2022	192218968390566
26.03.2022	318857137538933
27.03.2022	80264885622645
28.03.2022	55395150642837
29.03.2022	72973742059318
30.03.2022	167965463930985
31.03.2022	39408923973255
01.04.2022	42799510008839
02.04.2022	21744965501237
03.04.2022	39919453019093
04.04.2022	32002596225309
05.04.2022	27302760792543
06.04.2022	64288800521785
07.04.2022	86566888406904
08.04.2022	48253611887014
09.04.2022	83868621037690
10.04.2022	20326512390555
11.04.2022	118972485963818
12.04.2022	95050851527644
13.04.2022	38958660180918
14.04.2022	17455005801147
15.04.2022	20801467902307
16.04.2022	15872965648986
17.04.2022	15727346533346
18.04.2022	45902442194435
19.04.2022	30033212185259
20.04.2022	43129798233425
21.04.2022	60124349900836
22.04.2022	32326168355833
23.04.2022	25633684928369
24.04.2022	65820869044245
25.04.2022	92975038697984
26.04.2022	81588013227950
27.04.2022	39285388447872
28.04.2022	19067123106119
29.04.2022	69485414670360
30.04.2022	74264131276189
01.05.2022	66089918645042
02.05.2022	43855112692221
03.05.2022	54603497980762
04.05.2022	43978040185470
05.05.2022	58209534875230
06.05.2022	28189525216724
07.05.2022	16027133656597
08.05.2022	32793203278507
09.05.2022	115319828890689
10.05.2022	154783548271902
11.05.2022	189612698321390
12.05.2022	128414389099963
13.05.2022	129950622360889
14.05.2022	185014309400522
15.05.2022	54462142903298
16.05.2022	213585348404566
17.05.2022	106288541890918
18.05.2022	100470847901573
19.05.2022	55173034664612
20.05.2022	232504577671804
21.05.2022	305127168812193
22.05.2022	406762880290099
23.05.2022	294011420965661
24.05.2022	58776646265822
25.05.2022	29455327426007
26.05.2022	75330414803138
27.05.2022	184307494128381
28.05.2022	114632951681408
29.05.2022	28254682377032
30.05.2022	78221990444519
31.05.2022	836290723891219
01.06.2022	207176050708420
02.06.2022	375425119399104
03.06.2022	579260736660953
04.06.2022	508681094385142
05.06.2022	75649463630979
06.06.2022	26099130307319
07.06.2022	250565325003171
08.06.2022	110479828706741
09.06.2022	18242335115902
10.06.2022	23066567148053
11.06.2022	60516463903146
12.06.2022	146211480411492
13.06.2022	142796422191246
14.06.2022	674868509466293
15.06.2022	825946662373368
16.06.2022	121237505891807
17.06.2022	88444137357780
18.06.2022	34069277323984
19.06.2022	35294707402735
20.06.2022	17475333593315
21.06.2022	26926968185957
22.06.2022	30653059124920
23.06.2022	40345221260754
24.06.2022	27464477213682
25.06.2022	14694679294536
26.06.2022	25151883656430
27.06.2022	49680574404830
28.06.2022	14871423297514
29.06.2022	57551801793275
30.06.2022	75050968769361
01.07.2022	28042326810833
02.07.2022	49713178094536
03.07.2022	28593181109961
04.07.2022	42077061208355
05.07.2022	80309864204344
06.07.2022	79450000885104
07.07.2022	21567616124250
08.07.2022	44515841161692
09.07.2022	54074097019136
10.07.2022	32893678017593
11.07.2022	17529707942252
12.07.2022	23097917536243
13.07.2022	31037881130627
14.07.2022	10540595287079
15.07.2022	14805987140697
16.07.2022	27220196961238
17.07.2022	16739338175653
18.07.2022	19361996219338
19.07.2022	20919478221732
20.07.2022	28406211507455
21.07.2022	18402665347405
22.07.2022	30422650028070
23.07.2022	21613003251651
24.07.2022	16555125372678
25.07.2022	18126271095582
26.07.2022	30152763450598
27.07.2022	27390800424580
28.07.2022	37244990926678
29.07.2022	22710230828835
30.07.2022	24216084207592
31.07.2022	29460179621620
01.08.2022	31458694609933
02.08.2022	43053001820699
03.08.2022	58751812774323
04.08.2022	38209487465358
05.08.2022	22361679800911
06.08.2022	25831345431908
07.08.2022	24757007390277
08.08.2022	31974065747344
09.08.2022	67294443327939
10.08.2022	33808782899686
11.08.2022	52754711233419
12.08.2022	44925041225912
13.08.2022	36678332703996
14.08.2022	19038589593581
15.08.2022	38170278532480
16.08.2022	29605636278212
17.08.2022	52039809099924
18.08.2022	61598321175239
19.08.2022	75405690610379
20.08.2022	42166521173342
21.08.2022	21244165082963
22.08.2022	43900956398691
23.08.2022	49177993326770
24.08.2022	69750228962609
25.08.2022	78499807061791
26.08.2022	52038361085631
27.08.2022	36118833603853
28.08.2022	51156637585763
29.08.2022	31974376437896
30.08.2022	52953067981974
31.08.2022	62850804085711
01.09.2022	49418754981978
02.09.2022	50598717164543
03.09.2022	177443598773100
04.09.2022	201406188877769
05.09.2022	35175765512998
06.09.2022	32383414834275
