Time	sum(Output total – Blocks (ZEC)) – Zcash
07.09.2022	29135952368798
08.09.2022	174838446105113
09.09.2022	94882921493634
10.09.2022	53473919685141
11.09.2022	178833735156293
12.09.2022	169985631350419
13.09.2022	108609472553287
14.09.2022	79181321261851
15.09.2022	72213239707515
16.09.2022	65934427071259
17.09.2022	68231609334338
18.09.2022	37843048854975
19.09.2022	43160744425050
20.09.2022	37760355026500
21.09.2022	48711400470433
22.09.2022	46853377056276
23.09.2022	34008022453912
24.09.2022	45248339482606
25.09.2022	43138146636992
26.09.2022	35700322917729
27.09.2022	49091643352765
28.09.2022	34589936636682
29.09.2022	21425975804170
30.09.2022	39328967436433
01.10.2022	26489605476606
02.10.2022	17707114213183
03.10.2022	23744139541308
04.10.2022	62065712497168
05.10.2022	54460156447477
06.10.2022	40989285679427
07.10.2022	20263045289521
08.10.2022	16119465057401
09.10.2022	14684251511609
10.10.2022	23014811620233
11.10.2022	20007734235249
12.10.2022	21399488117488
13.10.2022	38168852082681
14.10.2022	16921864009270
15.10.2022	28332529253032
16.10.2022	16019363159993
17.10.2022	16668625309506
18.10.2022	33719605121264
19.10.2022	235387388116184
20.10.2022	165880740866067
21.10.2022	106844874250911
22.10.2022	9668367962382
23.10.2022	220637377905656
24.10.2022	77404459190709
25.10.2022	109742566441883
26.10.2022	132717289674023
27.10.2022	14552586810539
28.10.2022	13381940883175
29.10.2022	16539456400910
30.10.2022	101794765986974
31.10.2022	48778300283373
01.11.2022	73688851222363
02.11.2022	70537702357262
03.11.2022	35256046904536
04.11.2022	31443321242677
05.11.2022	43830808153962
06.11.2022	34654273462283
07.11.2022	50527109479646
08.11.2022	66471859805057
09.11.2022	86334836534706
10.11.2022	198650371599817
11.11.2022	74997782837262
12.11.2022	109458284189970
13.11.2022	336319385131225
14.11.2022	47128920670760
15.11.2022	45355032984968
16.11.2022	204668604881743
17.11.2022	187134609820231
18.11.2022	57177993407917
19.11.2022	16473930205350
20.11.2022	71961643955636
21.11.2022	60781952318730
22.11.2022	80312220667967
23.11.2022	63619253246693
24.11.2022	108502506898450
25.11.2022	126072461144255
26.11.2022	51295567113838
27.11.2022	39573312738272
28.11.2022	51724437653588
29.11.2022	39750369681757
30.11.2022	92518346519758
01.12.2022	71362232473621
02.12.2022	48278875375785
03.12.2022	30041522083811
04.12.2022	14056856026637
05.12.2022	30346131570218
06.12.2022	60502291603101
07.12.2022	37357088177215
08.12.2022	40053303610169
09.12.2022	34395101191768
10.12.2022	14096418791402
11.12.2022	37592503241815
12.12.2022	34437628499632
13.12.2022	47490413048572
14.12.2022	230238785987767
15.12.2022	87350895545591
16.12.2022	42145057311020
17.12.2022	56586393685147
18.12.2022	37031576197447
19.12.2022	54656355316851
20.12.2022	34237985832941
21.12.2022	106470368085253
22.12.2022	62564850497851
23.12.2022	25230091691432
24.12.2022	24666805375950
25.12.2022	36302593794921
26.12.2022	28273867969348
27.12.2022	38422563231995
28.12.2022	43155999655776
29.12.2022	29207967488009
30.12.2022	35987346160817
31.12.2022	44572226181833
01.01.2023	33788896154439
02.01.2023	31576634947313
03.01.2023	94579183119575
04.01.2023	20393042854865
05.01.2023	26505229000806
06.01.2023	31062349832769
07.01.2023	99015590715840
08.01.2023	23156420261227
09.01.2023	74715651308326
10.01.2023	83660145840000
11.01.2023	53088249076059
12.01.2023	32255760122015
13.01.2023	38302875630108
14.01.2023	27718261720452
15.01.2023	86509092933517
16.01.2023	75313355460956
17.01.2023	60019271054361
18.01.2023	94505894844311
19.01.2023	39166326958901
20.01.2023	48039198302063
21.01.2023	40916685657937
22.01.2023	31831750203553
23.01.2023	55798987413610
24.01.2023	125397886153315
25.01.2023	64355493986758
26.01.2023	38579151535614
27.01.2023	102779827724144
28.01.2023	28387497189936
29.01.2023	68252725621773
30.01.2023	61525917171867
31.01.2023	75350624203889
01.02.2023	89647708684544
02.02.2023	101832758496574
03.02.2023	83674602057909
04.02.2023	56742190406118
05.02.2023	46803172353214
06.02.2023	92158258453447
07.02.2023	92162555554867
08.02.2023	73850003723768
09.02.2023	123663588240593
10.02.2023	29648294478445
11.02.2023	114281242170322
12.02.2023	25500573351197
13.02.2023	109068093445292
14.02.2023	72895659267198
15.02.2023	73257216435717
16.02.2023	91475503968636
17.02.2023	61100573575127
18.02.2023	129383539217227
19.02.2023	65900094752799
20.02.2023	54261993355141
21.02.2023	63199545144299
22.02.2023	45638598668815
23.02.2023	36001292319547
24.02.2023	28296896822393
25.02.2023	27536883324806
26.02.2023	29317196899381
27.02.2023	117489467356325
28.02.2023	130629402345840
01.03.2023	59284156842448
02.03.2023	41855614408793
03.03.2023	77630539391592
04.03.2023	54155206417465
05.03.2023	79602438618295
06.03.2023	92707055374652
07.03.2023	36170505813251
08.03.2023	97961052973012
09.03.2023	119927880340161
10.03.2023	88717952507511
11.03.2023	137675014126490
12.03.2023	148089565857419
13.03.2023	188824941973885
14.03.2023	128057729910393
15.03.2023	140542682310149
16.03.2023	44340157126671
17.03.2023	66685083743934
18.03.2023	28055347348082
19.03.2023	37727239318877
20.03.2023	72753550638518
21.03.2023	53722027425802
22.03.2023	99575099835692
23.03.2023	47278059435123
24.03.2023	38712901176562
25.03.2023	31620608516315
26.03.2023	26495735726640
27.03.2023	32799404314690
28.03.2023	45043729974133
29.03.2023	31430024506661
30.03.2023	51870949178600
31.03.2023	40492656695999
01.04.2023	39475079289436
02.04.2023	19834031262156
03.04.2023	24033167185338
04.04.2023	24361003609121
05.04.2023	47958452751986
06.04.2023	36784799202777
07.04.2023	94675339712768
08.04.2023	44588854251679
09.04.2023	28331637510401
10.04.2023	310388875125640
11.04.2023	281823344375399
12.04.2023	259198123296788
13.04.2023	1096854613573623
14.04.2023	48263598332937
15.04.2023	373026017537890
16.04.2023	341204556879657
17.04.2023	283257372680105
18.04.2023	258655624418868
19.04.2023	82811717771171
20.04.2023	40996848254439
21.04.2023	38745562350914
22.04.2023	70985044648328
23.04.2023	28855539711996
24.04.2023	20827631932298
25.04.2023	34913826532379
26.04.2023	84651451119207
27.04.2023	48272159470126
28.04.2023	23720977849562
29.04.2023	32570577536225
30.04.2023	54526974010498
01.05.2023	66119332865675
02.05.2023	65920872766537
03.05.2023	43046308839813
04.05.2023	62523358783092
05.05.2023	32091947562677
06.05.2023	87655476052000
07.05.2023	15952107947912
08.05.2023	49873482787092
09.05.2023	49354933504415
10.05.2023	37460808999679
11.05.2023	24770139558466
12.05.2023	25680435191740
13.05.2023	12103872371347
14.05.2023	14566916329679
15.05.2023	24551206730381
16.05.2023	31618001213841
17.05.2023	39928928779742
18.05.2023	29427941970037
19.05.2023	32402900139066
20.05.2023	22515149506031
21.05.2023	17563451559022
22.05.2023	27628986917497
23.05.2023	65670170589796
24.05.2023	26303013451109
25.05.2023	20582651517416
26.05.2023	28241817417385
27.05.2023	16222118297340
28.05.2023	14841554617912
29.05.2023	16879340152281
30.05.2023	25390679274323
31.05.2023	48985720518310
01.06.2023	17061479589619
02.06.2023	16072582559560
03.06.2023	20371892994510
04.06.2023	29339697904645
05.06.2023	35841787643391
06.06.2023	27312349547021
07.06.2023	36156426480262
08.06.2023	33516909301113
09.06.2023	30825590162406
10.06.2023	151551146810736
11.06.2023	83952305331622
12.06.2023	157522513341481
13.06.2023	79659702072655
14.06.2023	135018426796459
15.06.2023	25795508171087
16.06.2023	37290986073626
17.06.2023	30884927617470
18.06.2023	138518277516275
19.06.2023	47120741835544
20.06.2023	37763771884980
21.06.2023	40743227325104
22.06.2023	36211437369209
23.06.2023	28639397105954
24.06.2023	18900203080768
25.06.2023	25998984550587
26.06.2023	39569840262325
27.06.2023	17204969036471
28.06.2023	32729181255140
29.06.2023	35811037074225
30.06.2023	46512718316683
01.07.2023	67364688612288
02.07.2023	12171432202703
03.07.2023	26923629814177
04.07.2023	25748919690815
05.07.2023	48132778593423
06.07.2023	41316789125310
07.07.2023	62422248301578
08.07.2023	20613221795969
09.07.2023	16410216175439
10.07.2023	23131035352024
11.07.2023	35681715532804
12.07.2023	28980684253810
13.07.2023	35847549971398
14.07.2023	35075337585724
15.07.2023	69641969872476
16.07.2023	47687472121495
17.07.2023	35992260456117
18.07.2023	29810403914722
19.07.2023	144517859993512
20.07.2023	29460658456182
21.07.2023	34993447740789
22.07.2023	50984137507113
23.07.2023	142392720835395
24.07.2023	148497272412359
25.07.2023	180850906082685
26.07.2023	236006928350115
27.07.2023	14450381496355
28.07.2023	85042722837222
29.07.2023	20116338212750
30.07.2023	140066763505936
31.07.2023	83011817739847
01.08.2023	94071551555095
02.08.2023	48789074615569
03.08.2023	13581357105930
04.08.2023	20413636237332
05.08.2023	17772560517590
06.08.2023	28727683704610
07.08.2023	361187415957285
08.08.2023	147513214287356
09.08.2023	80358094189023
10.08.2023	107603896119187
11.08.2023	12037342217355
12.08.2023	15475635691137
13.08.2023	12280836570689
14.08.2023	18880781249629
15.08.2023	24053886059994
16.08.2023	24776368677147
17.08.2023	28390078642307
18.08.2023	24892942254550
19.08.2023	18372318236186
20.08.2023	18298009448147
21.08.2023	23827916500103
22.08.2023	23953096580296
23.08.2023	16828693347875
24.08.2023	12929067827255
25.08.2023	71626379882497
26.08.2023	412045874166638
27.08.2023	660450991671726
28.08.2023	313837557385751
29.08.2023	529348035615229
30.08.2023	81604643114306
31.08.2023	121679758803223
01.09.2023	49893662703495
02.09.2023	140306314364604
03.09.2023	724803296687071
04.09.2023	21411254782348
05.09.2023	19317451459319
06.09.2023	57345616060602
07.09.2023	28434530674296
08.09.2023	51798750353097
09.09.2023	24177410636686
10.09.2023	22893391057231
11.09.2023	27765346357836
12.09.2023	74154276021202
13.09.2023	34768406988398
14.09.2023	48085209047150
15.09.2023	59636643269421
16.09.2023	27649908029434
17.09.2023	57876013725488
18.09.2023	22543839192294
19.09.2023	20422591467786
20.09.2023	36814030080452
21.09.2023	26759275105135
22.09.2023	19531908659391
23.09.2023	46968583232251
24.09.2023	18804867033953
25.09.2023	19670228002235
26.09.2023	120342466479482
27.09.2023	140054368959959
28.09.2023	23654293399935
29.09.2023	81128897500707
30.09.2023	16687940028931
01.10.2023	13998940244173
02.10.2023	14936568893444
03.10.2023	20264490732547
04.10.2023	12605415275222
05.10.2023	23719120039867
06.10.2023	12279892960973
07.10.2023	8850756096581
08.10.2023	16653486044411
09.10.2023	18488382914366
10.10.2023	31423975302923
11.10.2023	86104732530929
12.10.2023	11951064569154
13.10.2023	11048231348167
14.10.2023	72600370439915
15.10.2023	173800090058569
16.10.2023	68470511690913
17.10.2023	111993463749765
18.10.2023	45993708227789
19.10.2023	99647588573855
20.10.2023	46957043224221
21.10.2023	67159435698221
22.10.2023	34916544675159
23.10.2023	73713058680713
24.10.2023	32116030246741
25.10.2023	32531478399267
26.10.2023	40171428380366
27.10.2023	14521386790922
28.10.2023	24477357839298
29.10.2023	18032229653200
30.10.2023	27337052159459
31.10.2023	49318411298414
01.11.2023	39966580581336
02.11.2023	56534867157164
03.11.2023	30667421524562
04.11.2023	10674320259146
05.11.2023	34794396319333
06.11.2023	17860388847479
07.11.2023	17987390856644
08.11.2023	26602411028259
09.11.2023	53233277412221
10.11.2023	33027719615995
11.11.2023	30713891485351
12.11.2023	35335883241058
13.11.2023	19841521866375
14.11.2023	14717202493012
15.11.2023	28474607589600
16.11.2023	38860203924823
17.11.2023	14285791553113
18.11.2023	13607727179400
19.11.2023	9939777181156
20.11.2023	15232650033067
21.11.2023	27207172814289
22.11.2023	46442842587468
23.11.2023	17539028274721
24.11.2023	27740445962508
25.11.2023	16086701023632
26.11.2023	18505639606698
27.11.2023	21487429476668
28.11.2023	78262523087833
29.11.2023	69351621710506
30.11.2023	60136852643466
01.12.2023	23013140414509
02.12.2023	53690613020589
03.12.2023	29169866957261
04.12.2023	22079578885127
05.12.2023	19483637956619
06.12.2023	33290413786236
07.12.2023	34076078687076
08.12.2023	20118853242904
09.12.2023	33378015760099
10.12.2023	30371645932770
11.12.2023	44639145079095
12.12.2023	50225557186123
13.12.2023	31686070778447
14.12.2023	27472089744135
15.12.2023	15975508530520
16.12.2023	17293537369302
17.12.2023	13886317893681
18.12.2023	22778717779702
19.12.2023	267534755170708
20.12.2023	397756997865535
21.12.2023	253005660600136
22.12.2023	247117211764527
23.12.2023	215229796044791
24.12.2023	94884976698388
25.12.2023	105245777290962
26.12.2023	206326713123278
27.12.2023	51408377561209
28.12.2023	37878719310716
29.12.2023	323679447883858
30.12.2023	203689705705063
31.12.2023	70064296315846
01.01.2024	61273016633336
02.01.2024	35600450888946
03.01.2024	88394973906763
04.01.2024	73143407064425
05.01.2024	105068863904314
06.01.2024	61480498000375
07.01.2024	45142971452000
08.01.2024	170619947315868
09.01.2024	405555092633087
10.01.2024	88100672026504
11.01.2024	185664168499927
12.01.2024	72539340990381
13.01.2024	47812721304948
14.01.2024	29585244077079
15.01.2024	85321240543779
16.01.2024	110515186323357
17.01.2024	43767547763550
18.01.2024	41160153767935
19.01.2024	47130087567051
20.01.2024	17406172016096
21.01.2024	67469661400072
22.01.2024	40258583521567
23.01.2024	66994435343448
24.01.2024	38590081448845
25.01.2024	47657010187507
26.01.2024	51698959368517
27.01.2024	37934974660973
28.01.2024	13451146249393
29.01.2024	37921915740066
30.01.2024	40041691533508
31.01.2024	50245896039019
01.02.2024	45441256836670
02.02.2024	22478277234756
03.02.2024	16743218213060
04.02.2024	21894899397821
05.02.2024	28887677287683
06.02.2024	37447597008447
07.02.2024	24860150603701
08.02.2024	29322153219524
09.02.2024	19253630385772
10.02.2024	49821235821504
11.02.2024	21492775453255
12.02.2024	38211301772906
13.02.2024	26902518442328
14.02.2024	67408000342182
15.02.2024	28468511516547
16.02.2024	31640929842218
17.02.2024	48742095654662
18.02.2024	73989518286973
19.02.2024	50629892884499
20.02.2024	43975321223651
21.02.2024	23391851692346
22.02.2024	53869481150910
23.02.2024	33526033546593
24.02.2024	22184581482214
25.02.2024	29669366359946
26.02.2024	56945567835113
27.02.2024	36983570612534
28.02.2024	44416743508507
29.02.2024	56987128160334
01.03.2024	47041002428218
02.03.2024	36905817744967
03.03.2024	39632761701390
04.03.2024	66078096874631
05.03.2024	54500669561135
06.03.2024	46184463198866
07.03.2024	31453039255834
08.03.2024	40068249464061
09.03.2024	35474199713001
10.03.2024	29786880163073
11.03.2024	37224411312445
12.03.2024	40772207776734
13.03.2024	48595205613872
14.03.2024	37477955856395
15.03.2024	28390702640301
16.03.2024	35111744268437
17.03.2024	29237103113872
18.03.2024	38770670972922
19.03.2024	39631627988842
20.03.2024	46381451913059
21.03.2024	42296273522773
22.03.2024	29734929354039
23.03.2024	27288013707403
24.03.2024	49783481555490
25.03.2024	42028009982664
26.03.2024	46273089681616
27.03.2024	30474186222712
28.03.2024	23171751844014
29.03.2024	24839404001490
30.03.2024	41338279392942
31.03.2024	28114397835019
01.04.2024	38703529410759
02.04.2024	56396256118029
03.04.2024	25428130015983
04.04.2024	60632209493384
05.04.2024	21048992114921
06.04.2024	16665087459995
07.04.2024	21631499093217
08.04.2024	40265754613635
09.04.2024	31244561044104
10.04.2024	40593407632547
11.04.2024	35661913343448
12.04.2024	55839703128537
13.04.2024	60544348299881
14.04.2024	37091961668844
15.04.2024	23119723382455
16.04.2024	17655321053517
17.04.2024	30587051764908
18.04.2024	32903883617091
19.04.2024	35770453504814
20.04.2024	32128149869917
21.04.2024	16532258890907
22.04.2024	43752883696872
23.04.2024	19890004994760
24.04.2024	44485899138458
25.04.2024	19860495141657
26.04.2024	18795863122165
27.04.2024	13923544290032
28.04.2024	13675313407188
29.04.2024	26201988947479
30.04.2024	36579128884235
01.05.2024	17737171107210
02.05.2024	27019087228734
03.05.2024	20886057829445
04.05.2024	24523850453944
05.05.2024	64272102266807
06.05.2024	73645329400846
07.05.2024	26765961550119
08.05.2024	29251789769638
09.05.2024	35014719732666
10.05.2024	21090048340268
11.05.2024	12655354860675
12.05.2024	18186154411153
13.05.2024	17765259619243
14.05.2024	17683635626206
15.05.2024	23087117411991
16.05.2024	19984494208167
17.05.2024	24251234637695
18.05.2024	20817908329873
19.05.2024	20512698471762
20.05.2024	30195176570497
21.05.2024	47565768410810
22.05.2024	25550931043367
23.05.2024	53951661331404
24.05.2024	500881713345963
25.05.2024	98489409680757
26.05.2024	100761165865754
27.05.2024	42963252391808
28.05.2024	36612619970810
29.05.2024	20720467350506
30.05.2024	30645326536275
31.05.2024	33540814196255
01.06.2024	12223974512755
02.06.2024	18490788662735
03.06.2024	29234537118251
04.06.2024	33942930582611
05.06.2024	32791724156230
06.06.2024	28022231580632
07.06.2024	37340405109900
08.06.2024	17460296887939
09.06.2024	29678549283612
10.06.2024	19332421000809
11.06.2024	23673188532577
12.06.2024	18511938657778
13.06.2024	19785909613065
14.06.2024	22510030125893
15.06.2024	22064388659661
16.06.2024	23798845958805
17.06.2024	46015960233692
18.06.2024	50752438044711
19.06.2024	22547014101205
20.06.2024	16105578505027
21.06.2024	18866756427142
22.06.2024	15838878495379
23.06.2024	14040984211490
24.06.2024	28298738917596
25.06.2024	23293692479783
26.06.2024	13865701066440
27.06.2024	22353232299261
28.06.2024	14164497292352
29.06.2024	21293635874707
30.06.2024	32559857783110
01.07.2024	27017579841189
02.07.2024	19126757571376
03.07.2024	36142883742197
04.07.2024	24228118354422
05.07.2024	31741185815565
06.07.2024	24103145599387
07.07.2024	24796417298242
08.07.2024	106119954201347
09.07.2024	321536123178073
10.07.2024	181007634856219
11.07.2024	100044071942522
12.07.2024	69300943789355
13.07.2024	200157364719804
14.07.2024	128081990099589
15.07.2024	294068441330473
16.07.2024	431336067046508
17.07.2024	128243724692506
18.07.2024	57647516954358
19.07.2024	115138182227127
20.07.2024	37487019538343
21.07.2024	49434349409263
22.07.2024	70309519483215
23.07.2024	20221407595187
24.07.2024	28230037517740
25.07.2024	95470781008802
26.07.2024	35824088379220
27.07.2024	28179294286438
28.07.2024	37015485464752
29.07.2024	197324633538169
30.07.2024	33807968890311
31.07.2024	77491274229146
01.08.2024	176603250226465
02.08.2024	231179490692097
03.08.2024	159919521021449
04.08.2024	21933376817657
05.08.2024	169937651784357
06.08.2024	58051640620048
07.08.2024	80250017331840
08.08.2024	57468759404597
09.08.2024	133723337217763
10.08.2024	58558124865029
11.08.2024	60918244693362
12.08.2024	68431815388406
13.08.2024	18389034479089
14.08.2024	33400573436544
15.08.2024	19860971873821
16.08.2024	16192984689044
17.08.2024	22439971027609
18.08.2024	10191498335628
19.08.2024	29038952240815
20.08.2024	33484679055479
21.08.2024	33981085400025
22.08.2024	78733668335029
23.08.2024	51478471945617
24.08.2024	18321964672400
25.08.2024	23092167284000
26.08.2024	89483913683961
27.08.2024	41091018612393
28.08.2024	59407064522694
29.08.2024	26497976934293
30.08.2024	71953723159768
31.08.2024	20827284549528
01.09.2024	22543195018940
02.09.2024	31366770055847
03.09.2024	29785940347546
04.09.2024	36405509797756
05.09.2024	31219403088855
06.09.2024	151697268139441
07.09.2024	44530865645814
08.09.2024	65411986950990
09.09.2024	31891192922667
10.09.2024	28162953377497
11.09.2024	30721986182697
12.09.2024	16959184623183
13.09.2024	13863532591327
14.09.2024	6588223423344
15.09.2024	12951986481817
16.09.2024	20531891642457
17.09.2024	26676380524163
18.09.2024	9853296592569
19.09.2024	46404390294509
20.09.2024	10444890739327
21.09.2024	6394805204847
22.09.2024	53965930048264
23.09.2024	22004127447367
24.09.2024	23981619808046
25.09.2024	23171379383216
26.09.2024	15737367924529
27.09.2024	19778373397881
28.09.2024	82129379124803
29.09.2024	10863645673178
30.09.2024	70159734303652
01.10.2024	60426924249861
02.10.2024	10299620710495
03.10.2024	11963931309109
04.10.2024	11255075338398
05.10.2024	15626882120694
06.10.2024	39848498473529
07.10.2024	25752708406073
08.10.2024	19909901157273
09.10.2024	110255575423981
10.10.2024	208364727536936
11.10.2024	61331783965652
12.10.2024	40987005160209
13.10.2024	89461396422510
14.10.2024	22708438893256
15.10.2024	55701992324052
16.10.2024	17151953511102
17.10.2024	12148323884121
18.10.2024	9471509326440
19.10.2024	15356278266087
20.10.2024	41919569163448
21.10.2024	31322557084070
22.10.2024	107882083284450
23.10.2024	18186691281944
24.10.2024	47290579070570
25.10.2024	15500492267521
26.10.2024	18054935107972
27.10.2024	18862768002674
28.10.2024	27703965690803
29.10.2024	27582247688285
30.10.2024	15438659487103
31.10.2024	77565681706340
01.11.2024	50314032857272
02.11.2024	78183301623386
03.11.2024	45721005275654
04.11.2024	50007105589862
05.11.2024	23286386601371
06.11.2024	20555636998543
07.11.2024	43048694138983
08.11.2024	33813608732331
09.11.2024	21760064741938
10.11.2024	10181989674600
11.11.2024	17117209004205
12.11.2024	56453969134034
13.11.2024	24043491707921
14.11.2024	16613014323215
15.11.2024	25502844348156
16.11.2024	55680931391573
17.11.2024	31264434352680
18.11.2024	20357741600557
19.11.2024	18003166882282
20.11.2024	24879822836501
21.11.2024	24278670971112
22.11.2024	72491747716298
23.11.2024	12196404577621
24.11.2024	21933807695839
25.11.2024	24749311414530
26.11.2024	15544528972421
27.11.2024	59623979900795
28.11.2024	13851981052770
29.11.2024	47131406967982
30.11.2024	41385683308043
01.12.2024	23318776911459
02.12.2024	98485818269840
03.12.2024	55669318309392
04.12.2024	36867252812350
05.12.2024	32490080076334
06.12.2024	10975418082989
07.12.2024	16135301444787
08.12.2024	7740708451441
09.12.2024	21097208698640
10.12.2024	16524371000470
11.12.2024	11370516256500
12.12.2024	22043063850406
13.12.2024	15130244478607
14.12.2024	12373299190076
15.12.2024	12908281824434
16.12.2024	11042710171136
17.12.2024	14589568509518
18.12.2024	19688138172775
19.12.2024	23145339669696
20.12.2024	37151340481624
21.12.2024	20521478252489
22.12.2024	19781530428855
23.12.2024	40634672087466
24.12.2024	34079530950092
25.12.2024	34377302924320
26.12.2024	25862026214473
27.12.2024	41559774909111
28.12.2024	35434577498666
29.12.2024	8594467284980
30.12.2024	87492192502572
31.12.2024	45290394803417
01.01.2025	16385610674337
02.01.2025	16307815786005
03.01.2025	10986141951209
04.01.2025	3865803669727
05.01.2025	5348756039640
06.01.2025	10219079620224
07.01.2025	12803274960752
08.01.2025	20566431927047
09.01.2025	54612842024232
10.01.2025	11099550170167
11.01.2025	8574274866171
12.01.2025	7461299310622
13.01.2025	23014718820055
14.01.2025	58791677208612
15.01.2025	22839169713740
16.01.2025	42786091740469
17.01.2025	9950394032293
18.01.2025	9484771909158
19.01.2025	64510663120405
20.01.2025	20907665126728
21.01.2025	13015702060080
22.01.2025	17174632092657
23.01.2025	24099592663558
24.01.2025	28271035371991
25.01.2025	19560866445953
26.01.2025	10178381588137
27.01.2025	20081944628641
28.01.2025	18388929257896
29.01.2025	19278394088283
30.01.2025	12360303613587
31.01.2025	32486835923470
01.02.2025	6425713705476
02.02.2025	27563319066088
03.02.2025	67674762361681
04.02.2025	91075135262468
05.02.2025	94603817233008
06.02.2025	20026147703001
07.02.2025	63453623794530
08.02.2025	17751869106110
09.02.2025	18413646417354
10.02.2025	27834879548948
11.02.2025	11023352530955
12.02.2025	19155879657156
13.02.2025	13733362768134
14.02.2025	31725328203667
15.02.2025	16491133970450
16.02.2025	38707424122334
17.02.2025	33320122304015
18.02.2025	18720052060664
19.02.2025	38221422813196
20.02.2025	17132653101159
21.02.2025	11477992236410
22.02.2025	8429135517127
23.02.2025	9754958022793
24.02.2025	20717849414435
25.02.2025	56123595487443
26.02.2025	47391887787056
27.02.2025	77877133560125
28.02.2025	96296436594795
01.03.2025	13802323262963
02.03.2025	12264328786908
03.03.2025	18042287165884
04.03.2025	5722268791304
05.03.2025	13271487872184
06.03.2025	13433319577883
07.03.2025	28854634501875
08.03.2025	6605106641305
09.03.2025	12984851986551
10.03.2025	96843042108191
11.03.2025	78619310243391
12.03.2025	185659188266377
13.03.2025	83279220605553
14.03.2025	145727237824519
15.03.2025	129210828768858
16.03.2025	279688623900383
17.03.2025	115631071887636
18.03.2025	67020425062335
19.03.2025	32334884578996
20.03.2025	150523242856651
21.03.2025	130990797641876
22.03.2025	154145260163305
23.03.2025	63419964569188
24.03.2025	50638383175872
25.03.2025	57134547764999
26.03.2025	19173978296364
27.03.2025	17955267880732
28.03.2025	25143382067887
29.03.2025	17986816887954
30.03.2025	12445870099744
31.03.2025	35531136395198
01.04.2025	30736946552812
02.04.2025	33920147336364
03.04.2025	89461757572409
04.04.2025	24052022339279
05.04.2025	29466949995791
06.04.2025	44093208047011
07.04.2025	96641264599820
08.04.2025	25930696964977
09.04.2025	28694789518408
10.04.2025	31303844546951
11.04.2025	33844773744184
12.04.2025	6504036083922
13.04.2025	11310907015294
14.04.2025	2885102091930618
15.04.2025	6844823007680334
16.04.2025	1352320995508483
17.04.2025	1013031962241707
18.04.2025	212159450556321
19.04.2025	192672526581545
20.04.2025	132271103779928
21.04.2025	9281481657526
22.04.2025	20511606205460
23.04.2025	888934942968539
24.04.2025	268571177774888
25.04.2025	10655431776569
26.04.2025	136064215660022
27.04.2025	6147940427635
28.04.2025	381958893945148
29.04.2025	70791643282334
30.04.2025	29912191740846
01.05.2025	33730349892001
02.05.2025	22896372442252
03.05.2025	12442942412662
04.05.2025	23016669864263
05.05.2025	26620179425330
06.05.2025	41037269273809
07.05.2025	1281635464467191
08.05.2025	926159927189651
09.05.2025	86643212009781
10.05.2025	20065623809922
11.05.2025	24773247076236
12.05.2025	21919912634951
13.05.2025	16379958491088
14.05.2025	19095080196760
15.05.2025	27196113463932
16.05.2025	9012402440581
17.05.2025	29701652992415
18.05.2025	9804607722687
19.05.2025	19198349110274
20.05.2025	22905311420742
21.05.2025	16960826175329
22.05.2025	904181118547963
23.05.2025	457615571247132
24.05.2025	467085378807452
25.05.2025	874178720987599
26.05.2025	135633990247799
27.05.2025	191812732742159
28.05.2025	247323104519594
29.05.2025	408435986330971
30.05.2025	38973939977371
31.05.2025	70107784074427
01.06.2025	377569668329722
02.06.2025	125861844772129
03.06.2025	48949099939260
04.06.2025	22101179468006
05.06.2025	23522742892347
06.06.2025	13349466806951
07.06.2025	11262350469257
08.06.2025	7712304337660
09.06.2025	71416747333343
10.06.2025	23046256372295
11.06.2025	25407639514742
12.06.2025	25967518495753
13.06.2025	15492914810036
14.06.2025	13809649606128
15.06.2025	13677588107366
16.06.2025	24839653119334
17.06.2025	24036179779278
18.06.2025	26926322998688
19.06.2025	14604749634366
20.06.2025	7241697756862
21.06.2025	18757959326923
22.06.2025	32330816550770
23.06.2025	21775190832939
24.06.2025	41631012154775
25.06.2025	63552602289817
26.06.2025	40815330924175
27.06.2025	58446702201884
28.06.2025	46578225085854
29.06.2025	59759503579596
30.06.2025	106156176238423
01.07.2025	93293339095783
02.07.2025	46137174405251
03.07.2025	90895948022088
04.07.2025	153182312966596
05.07.2025	21924286778607
06.07.2025	37063997545824
07.07.2025	34085412386210
08.07.2025	110704480420268
09.07.2025	74850124554668
10.07.2025	101875618025696
11.07.2025	76177267577323
12.07.2025	73390191597809
13.07.2025	93894098477330
14.07.2025	114760092940957
15.07.2025	40929026962935
16.07.2025	17477770559165
17.07.2025	44752504140662
18.07.2025	38819729639025
19.07.2025	33142192805922
20.07.2025	39712742763979
21.07.2025	40153465400269
22.07.2025	44606709390137
23.07.2025	67941512889093
24.07.2025	46313000062678
25.07.2025	42464359600774
26.07.2025	40921441352349
27.07.2025	18795335049362
28.07.2025	50852017896618
29.07.2025	54585340246610
30.07.2025	15048606482664
31.07.2025	36547871646336
01.08.2025	36794377505138
02.08.2025	45955588660840
03.08.2025	18490769099251
04.08.2025	36983650041262
05.08.2025	36127330049482
06.08.2025	32068775913885
07.08.2025	23365299005189
08.08.2025	86512901126587
09.08.2025	52736210078445
10.08.2025	37338158954364
11.08.2025	45516688099476
12.08.2025	67656719227758
13.08.2025	100340792880437
14.08.2025	58345295303738
15.08.2025	43579798102100
