Time	sum(Output total – Blocks (LTC)) – Litecoin
01.09.2014	590211797539767
02.09.2014	622064077315969
03.09.2014	657485982574042
04.09.2014	349344184379180
05.09.2014	224249338677208
06.09.2014	190655106641322
07.09.2014	125143842337001
08.09.2014	268359790102636
09.09.2014	209641721300082
10.09.2014	256456405563023
11.09.2014	318075840940086
12.09.2014	274459680406569
13.09.2014	233141434193651
14.09.2014	166478489699389
15.09.2014	335358064145996
16.09.2014	214306681607884
17.09.2014	288979561206975
18.09.2014	441418164713108
19.09.2014	580509188255940
20.09.2014	477894072514613
21.09.2014	493450008195698
22.09.2014	319714571903878
23.09.2014	269433651943373
24.09.2014	262255060476465
25.09.2014	161787647377099
26.09.2014	152826314699081
27.09.2014	225600556089409
28.09.2014	214174195126209
29.09.2014	219142586800183
30.09.2014	241964264866524
01.10.2014	160866754305512
02.10.2014	136637514057294
03.10.2014	175755529842550
04.10.2014	276661235311550
05.10.2014	417696297377236
06.10.2014	260653035452995
07.10.2014	214223110090550
08.10.2014	202285592870285
09.10.2014	1562284558443353
10.10.2014	186408463394386
11.10.2014	175044007889121
12.10.2014	85339701339847
13.10.2014	381562822964573
14.10.2014	1592812592149046
15.10.2014	524442964392016
16.10.2014	120127502689728
17.10.2014	126505708237113
18.10.2014	152225499037471
19.10.2014	91876867897607
20.10.2014	140101359433790
21.10.2014	84542945621546
22.10.2014	202545053395455
23.10.2014	183161880966386
24.10.2014	147478018828209
25.10.2014	117090893657414
26.10.2014	115854771805294
27.10.2014	193723070123598
28.10.2014	184991761743236
29.10.2014	201771480297028
30.10.2014	146364088130724
31.10.2014	179378375873380
01.11.2014	150096262365306
02.11.2014	130021383351902
03.11.2014	105039279138528
04.11.2014	147161751017016
05.11.2014	98031228817070
06.11.2014	108861909402675
07.11.2014	159146275174767
08.11.2014	163407143127416
09.11.2014	131123486848583
10.11.2014	185296803900635
11.11.2014	114843560904988
12.11.2014	426068050563969
13.11.2014	512511578703093
14.11.2014	371280629730810
15.11.2014	207956374568324
16.11.2014	240728242195868
17.11.2014	196192307063937
18.11.2014	129614164143516
19.11.2014	107561618917767
20.11.2014	153681641099671
21.11.2014	157035575150342
22.11.2014	105047912627045
23.11.2014	92754858964455
24.11.2014	108315687178644
25.11.2014	147847295319196
26.11.2014	118735345371446
27.11.2014	139647119687335
28.11.2014	124102982863161
29.11.2014	148194985950651
30.11.2014	83847478244683
01.12.2014	121547354463613
02.12.2014	203613259690493
03.12.2014	111496568926922
04.12.2014	216944754528845
05.12.2014	181128233784837
06.12.2014	207562618332233
07.12.2014	289517994324292
08.12.2014	348881067733274
09.12.2014	237858529112976
10.12.2014	161283725573561
11.12.2014	184535498776699
12.12.2014	132919466363957
13.12.2014	172736281449680
14.12.2014	204102577081968
15.12.2014	171519753186011
16.12.2014	431998813805911
17.12.2014	261272306420686
18.12.2014	270267385475975
19.12.2014	204829105387645
20.12.2014	205661149270085
21.12.2014	184612241455260
22.12.2014	254096686504224
23.12.2014	178892090445452
24.12.2014	120333784527808
25.12.2014	200916514471312
26.12.2014	169260494013980
27.12.2014	399750399211667
28.12.2014	295929454700307
29.12.2014	193883095981714
30.12.2014	127232061704625
31.12.2014	105944487963007
01.01.2015	144916902161117
02.01.2015	174625645327303
03.01.2015	1258049407508045
04.01.2015	1210239278302486
05.01.2015	403916666643523
06.01.2015	394245660767626
07.01.2015	354753942417587
08.01.2015	495526741070394
09.01.2015	290634300013208
10.01.2015	3884009365113079
11.01.2015	551638099666696
12.01.2015	574931427661877
13.01.2015	807165287347541
14.01.2015	3244166000829785
15.01.2015	1795774531855739
16.01.2015	918771879014564
17.01.2015	349005466941829
18.01.2015	280648776020088
19.01.2015	249713612825769
20.01.2015	283934611372796
21.01.2015	442751583781228
22.01.2015	280603036641106
23.01.2015	327127558371424
24.01.2015	616424468175191
25.01.2015	828940854775646
26.01.2015	2218763380634699
27.01.2015	698441972734104
28.01.2015	258126448162101
29.01.2015	452140493599018
30.01.2015	251129614648630
31.01.2015	269179352038332
01.02.2015	303396975906106
02.02.2015	1122762275422187
03.02.2015	215878001742304
04.02.2015	229594253131131
05.02.2015	240820834572730
06.02.2015	139344789912304
07.02.2015	144227997142664
08.02.2015	131415170729229
09.02.2015	314316046849754
10.02.2015	207213665702408
11.02.2015	168293313514617
12.02.2015	110136244962453
13.02.2015	221044016722102
14.02.2015	273793778669969
15.02.2015	314571670715346
16.02.2015	107338703959948
17.02.2015	97814872829717
18.02.2015	110636000021538
19.02.2015	116864014691135
20.02.2015	109465380307833
21.02.2015	83918785537027
22.02.2015	108038676354434
23.02.2015	224558919854105
24.02.2015	175751665711017
25.02.2015	358970001448502
26.02.2015	172016102157362
27.02.2015	285786385491170
28.02.2015	192410851988723
01.03.2015	144166312134685
02.03.2015	287370271784422
03.03.2015	2823871670837143
04.03.2015	407970483265759
05.03.2015	259073445486551
06.03.2015	224437971714530
07.03.2015	277401767284962
08.03.2015	5562845549191832
09.03.2015	267445160982229
10.03.2015	312052798092219
11.03.2015	280762462749890
12.03.2015	218078551118880
13.03.2015	225852322331805
14.03.2015	270233081543398
15.03.2015	199528216431351
16.03.2015	203756746049242
17.03.2015	490345244038662
18.03.2015	359382446294850
19.03.2015	439865810088716
20.03.2015	285553575191200
21.03.2015	219973504647823
22.03.2015	177680023977166
23.03.2015	252645492652352
24.03.2015	253518172973289
25.03.2015	546360187502031
26.03.2015	245017524396282
27.03.2015	334592927064580
28.03.2015	119780616358767
29.03.2015	192517131152959
30.03.2015	208887983491046
31.03.2015	191888565807771
01.04.2015	185541585148712
02.04.2015	134534213289538
03.04.2015	161652382678584
04.04.2015	147266196524651
05.04.2015	141772824839929
06.04.2015	98612448403337
07.04.2015	164331210839025
08.04.2015	266016396912647
09.04.2015	354706694421459
10.04.2015	192763123239469
11.04.2015	271920060849826
12.04.2015	299518572266145
13.04.2015	285223211823744
14.04.2015	624917322775265
15.04.2015	468376092218139
16.04.2015	257619081611150
17.04.2015	304017692198315
18.04.2015	187948594855723
19.04.2015	241803657444975
20.04.2015	251793715834566
21.04.2015	223722434383486
22.04.2015	251273715634232
23.04.2015	221040908765385
24.04.2015	373951058782362
25.04.2015	153194661354464
26.04.2015	228081997157508
27.04.2015	261222222664611
28.04.2015	196882849518225
29.04.2015	232222541588787
30.04.2015	248233925003066
01.05.2015	200525414945315
02.05.2015	144376967411869
03.05.2015	291874151356181
04.05.2015	282335321600519
05.05.2015	308616706354338
06.05.2015	182241233348990
07.05.2015	254373069853485
08.05.2015	329343751083998
09.05.2015	303725115000862
10.05.2015	274122474565207
11.05.2015	221412320718072
12.05.2015	276589949228180
13.05.2015	333046650315388
14.05.2015	218501978786410
15.05.2015	264901315462252
16.05.2015	223405662695055
17.05.2015	167164503426816
18.05.2015	268679960605304
19.05.2015	276419757273734
20.05.2015	252954529688223
21.05.2015	285093603052117
22.05.2015	1169190489053379
23.05.2015	562396586504285
24.05.2015	416731927987411
25.05.2015	363937671484295
26.05.2015	287803274461654
27.05.2015	499229504930288
28.05.2015	403478551745071
29.05.2015	582228979266927
30.05.2015	391946719706453
31.05.2015	692516795186829
01.06.2015	538482406720583
02.06.2015	494397304274459
03.06.2015	445176554125303
04.06.2015	444374777037511
05.06.2015	526306725024409
06.06.2015	518677080202414
07.06.2015	441837343803401
08.06.2015	644945258388569
09.06.2015	414288659395985
10.06.2015	459946288497657
11.06.2015	472932207581769
12.06.2015	536508077019095
13.06.2015	614558171457380
14.06.2015	823872801944127
15.06.2015	829003142252730
16.06.2015	1821036804602070
17.06.2015	1923571235006941
18.06.2015	1250380177206534
19.06.2015	1166369376103318
20.06.2015	802255004107424
21.06.2015	530350103323487
22.06.2015	458794980046927
23.06.2015	380951544876165
24.06.2015	594160568798350
25.06.2015	797688639545789
26.06.2015	564137713035792
27.06.2015	657552012120167
28.06.2015	594595970186267
29.06.2015	1326007530649835
30.06.2015	1422710656213100
01.07.2015	1101404135310561
02.07.2015	990587398159357
03.07.2015	993871429820517
04.07.2015	617445789962549
05.07.2015	1396972766053396
06.07.2015	2306956381685948
07.07.2015	1019578630424585
08.07.2015	1349611859980278
09.07.2015	1962337480780529
10.07.2015	3603685843975105
11.07.2015	1764370844805128
12.07.2015	1377112969602788
13.07.2015	946552914820029
14.07.2015	749219909357386
15.07.2015	700096807464202
16.07.2015	1234358971253278
17.07.2015	1280570604075679
18.07.2015	537107440821541
19.07.2015	352636128942046
20.07.2015	354133908903842
21.07.2015	429336239290502
22.07.2015	534215368012807
23.07.2015	281634128085745
24.07.2015	916593896856933
25.07.2015	702309259357951
26.07.2015	490443530693920
27.07.2015	528361428886999
28.07.2015	1019004277315245
29.07.2015	521207272295305
30.07.2015	514762799159545
31.07.2015	465084401529051
01.08.2015	667943123919994
02.08.2015	932856792891028
03.08.2015	523961963451860
04.08.2015	685151780812020
05.08.2015	572163573096908
06.08.2015	556826569278734
07.08.2015	394899959561395
08.08.2015	428146093170835
09.08.2015	566540339680191
10.08.2015	468510316016737
11.08.2015	458333801220827
12.08.2015	540522128447867
13.08.2015	278558317463782
14.08.2015	336347642491178
15.08.2015	317508201461464
16.08.2015	381109563321274
17.08.2015	407454541847630
18.08.2015	506409430388316
19.08.2015	791729103368756
20.08.2015	407421172001297
21.08.2015	277114966719847
22.08.2015	449984980637578
23.08.2015	524059816992823
24.08.2015	1125300050865686
25.08.2015	2002898251159465
26.08.2015	1106632896916438
27.08.2015	611947373717213
28.08.2015	1060162429030826
29.08.2015	417079376817356
30.08.2015	224873018442009
31.08.2015	472414423842396
01.09.2015	317017105439143
02.09.2015	314583760275956
03.09.2015	553219199079511
04.09.2015	472731097155665
05.09.2015	268558829172400
06.09.2015	904509829415164
07.09.2015	862257153275730
08.09.2015	663976731531478
09.09.2015	368403344019050
10.09.2015	445406320891328
11.09.2015	345650055536021
12.09.2015	169372119854792
13.09.2015	339137792038946
14.09.2015	415705584527767
15.09.2015	151151182673328
16.09.2015	232621097348434
17.09.2015	412630236739660
18.09.2015	466163770374178
19.09.2015	480144325449689
20.09.2015	483390925987884
21.09.2015	602455957630912
22.09.2015	565877877278227
23.09.2015	375983296536770
24.09.2015	294728037999217
25.09.2015	312119547851283
26.09.2015	232070742106621
27.09.2015	222804106180421
28.09.2015	588230492708336
29.09.2015	777629184022307
30.09.2015	483816818457094
01.10.2015	324221032551709
02.10.2015	176333423685868
03.10.2015	225473560685752
04.10.2015	287843393312624
05.10.2015	340769768259242
06.10.2015	446606957173427
07.10.2015	329597846034210
08.10.2015	274542902277277
09.10.2015	405515684426898
10.10.2015	288286743753899
11.10.2015	548543725917692
12.10.2015	447536961830310
13.10.2015	605649652060699
14.10.2015	597216994417665
15.10.2015	544818959225906
16.10.2015	536263209656106
17.10.2015	738986591459197
18.10.2015	1322939567158637
19.10.2015	520293313107182
20.10.2015	462086641401929
21.10.2015	726910588727164
22.10.2015	821653582984684
23.10.2015	626031716210676
24.10.2015	469392784359474
25.10.2015	800651272792620
26.10.2015	606683358227454
27.10.2015	593120419610890
28.10.2015	475247451387892
29.10.2015	1013055278810646
30.10.2015	1543319800489679
31.10.2015	1132856005271412
01.11.2015	598367649484507
02.11.2015	749448946095002
03.11.2015	1505327981049170
04.11.2015	1313337262087276
05.11.2015	1217183193597828
06.11.2015	1220475140029747
07.11.2015	734746969509730
08.11.2015	585806102403695
09.11.2015	1163479088147556
10.11.2015	1254179793285336
11.11.2015	1205272766409529
12.11.2015	876649828689753
13.11.2015	814462148839273
14.11.2015	993805410009199
15.11.2015	751330724960608
16.11.2015	882171134612858
17.11.2015	691705439584846
18.11.2015	749426762080587
19.11.2015	791564142716569
20.11.2015	1071410411128366
21.11.2015	1011093867341244
22.11.2015	1171215346945366
23.11.2015	1078077188616819
24.11.2015	1193926403494470
25.11.2015	1116640428699973
26.11.2015	1586166059714743
27.11.2015	994447909436219
28.11.2015	786385235093118
29.11.2015	1191618534892780
30.11.2015	958523307184463
01.12.2015	1345265879194907
02.12.2015	1370330756247874
03.12.2015	1623955179307235
04.12.2015	1791693378426057
05.12.2015	1366028471243101
06.12.2015	1718059363609607
07.12.2015	2008636388380683
08.12.2015	1929407453545333
09.12.2015	2286948306398463
10.12.2015	1336441202716606
11.12.2015	2119508712333724
12.12.2015	1390448881643776
13.12.2015	1691918801011006
14.12.2015	1482521437071067
15.12.2015	2066548178845424
16.12.2015	1048014256536278
17.12.2015	385757896513873
18.12.2015	416238329731231
19.12.2015	244686930368533
20.12.2015	289847942112507
21.12.2015	825305850098535
22.12.2015	230957500833173
23.12.2015	817704527666824
24.12.2015	549898473504289
25.12.2015	209017899751967
26.12.2015	551828136259464
27.12.2015	385212997124577
28.12.2015	221913215163808
29.12.2015	253397784281501
30.12.2015	256566054067039
31.12.2015	210068635836373
01.01.2016	208454323652899
02.01.2016	183934653980850
03.01.2016	180074673665587
04.01.2016	146219717721732
05.01.2016	165805560161239
06.01.2016	326303116874303
07.01.2016	571216196341074
08.01.2016	797185383264661
09.01.2016	1274780330791139
10.01.2016	742489226510579
11.01.2016	550794976058982
12.01.2016	276200131750619
13.01.2016	543406159964242
14.01.2016	321057020095897
15.01.2016	983980153985311
16.01.2016	625636744755910
17.01.2016	350104618362693
18.01.2016	294687837754577
19.01.2016	187586268184592
20.01.2016	499954440538278
21.01.2016	449569712017089
22.01.2016	442695133758911
23.01.2016	255992347624706
24.01.2016	384937460800439
25.01.2016	279056003365895
26.01.2016	637752962338160
27.01.2016	944551907778544
28.01.2016	810608457394185
29.01.2016	720200638519571
30.01.2016	298756650566159
31.01.2016	256559273073846
01.02.2016	385943616910836
02.02.2016	181617280393941
03.02.2016	103660339651598
04.02.2016	328739759602752
05.02.2016	228476211974903
06.02.2016	272354511118811
07.02.2016	154818904125073
08.02.2016	132435515452195
09.02.2016	199152890255096
10.02.2016	294296171673039
11.02.2016	201517562662733
12.02.2016	179966533839918
13.02.2016	181014867533878
14.02.2016	314136619481638
15.02.2016	296201144964883
16.02.2016	202446875625077
17.02.2016	317666835782163
18.02.2016	346503628553419
19.02.2016	437409783205348
20.02.2016	720030300956688
21.02.2016	672923282809881
22.02.2016	488636278601537
23.02.2016	658925961944789
24.02.2016	395218436581789
25.02.2016	320857592744620
26.02.2016	362716613853054
27.02.2016	272060857590999
28.02.2016	660400313484714
29.02.2016	458440906756232
01.03.2016	489954941070344
02.03.2016	332842019797808
03.03.2016	532278394227350
04.03.2016	506534491959520
05.03.2016	404416714783828
06.03.2016	231618005258509
07.03.2016	395074413107613
08.03.2016	230642981036437
09.03.2016	286036214842238
10.03.2016	224982818040163
11.03.2016	557130812380622
12.03.2016	348177356305562
13.03.2016	291444231002034
14.03.2016	293452700129009
15.03.2016	359851988397545
16.03.2016	297862803854164
17.03.2016	335211788414158
18.03.2016	490994017183377
19.03.2016	345855780631282
20.03.2016	370245546375898
21.03.2016	248845639875868
22.03.2016	317908328659379
23.03.2016	395409101527653
24.03.2016	335987495451676
25.03.2016	345941767650307
26.03.2016	310669536989263
27.03.2016	325083276256217
28.03.2016	613097946947496
29.03.2016	334537349449624
30.03.2016	183226684493618
31.03.2016	223720073119543
01.04.2016	308189335630495
02.04.2016	363024700161451
03.04.2016	265902288623504
04.04.2016	258333647354813
05.04.2016	340728036819998
06.04.2016	344590871180494
07.04.2016	393479839310192
08.04.2016	291595805853605
09.04.2016	434239763304825
10.04.2016	321956596718481
11.04.2016	224462013838441
12.04.2016	274135172601452
13.04.2016	221104477298280
14.04.2016	238955927440566
15.04.2016	389171952784383
16.04.2016	195706706081714
17.04.2016	188601201972744
18.04.2016	252099797566319
19.04.2016	260205668591157
20.04.2016	448431300936749
21.04.2016	408349310088671
22.04.2016	331372248710344
23.04.2016	234071266184699
24.04.2016	1350225374352146
25.04.2016	1785693853800533
26.04.2016	2104848105179501
27.04.2016	1335517428607125
28.04.2016	2303955293831379
29.04.2016	749412606677603
30.04.2016	564451550119834
01.05.2016	545913399459226
02.05.2016	524143535867021
03.05.2016	604517274856770
04.05.2016	400619096886374
05.05.2016	595249502870132
06.05.2016	560948758541195
07.05.2016	760573118744469
08.05.2016	332098511019934
09.05.2016	861406491607001
10.05.2016	834903403253034
11.05.2016	787652920468321
12.05.2016	827334477836092
13.05.2016	703275107670192
14.05.2016	808753945609749
15.05.2016	655675769681495
16.05.2016	909021458777398
17.05.2016	1172831723982001
18.05.2016	642261781647873
19.05.2016	723852333640732
20.05.2016	679665294439734
21.05.2016	538606841282557
22.05.2016	563210684143832
23.05.2016	553960101724306
24.05.2016	506067125646964
25.05.2016	736653547863476
26.05.2016	917995097375334
27.05.2016	2679397087874924
28.05.2016	1694630063836450
29.05.2016	1063651770330731
30.05.2016	1574594976789788
31.05.2016	1828173711899525
01.06.2016	1010625016269106
02.06.2016	510629285508504
03.06.2016	548143272530782
04.06.2016	482798124677668
05.06.2016	612302808572692
06.06.2016	585784497170701
07.06.2016	693358774141566
08.06.2016	797953076693635
09.06.2016	728629678033477
10.06.2016	681690057199600
11.06.2016	661817023146531
12.06.2016	1371842493636203
13.06.2016	1053121434412643
14.06.2016	1086059353300074
15.06.2016	1025528468832053
16.06.2016	1250858605164495
17.06.2016	2444456424560416
18.06.2016	961090431660976
19.06.2016	432404550616414
20.06.2016	632330722922336
21.06.2016	954323941795640
22.06.2016	1262601829495274
23.06.2016	2283666010787622
24.06.2016	1520454007618426
25.06.2016	932726496340976
26.06.2016	982074251971552
27.06.2016	887946735700031
28.06.2016	989897735057403
29.06.2016	718049549529652
30.06.2016	683062758402340
01.07.2016	942508908178787
02.07.2016	986950330998227
03.07.2016	1667712800253042
04.07.2016	1185063269731725
05.07.2016	1168332381670218
06.07.2016	1022341762014103
07.07.2016	1312568641106846
08.07.2016	1021700318895623
09.07.2016	1050515700588357
10.07.2016	1219938974458422
11.07.2016	814358255848500
12.07.2016	1063787892385105
13.07.2016	726466622895488
14.07.2016	909774661672600
15.07.2016	609780080684713
16.07.2016	596378432325696
17.07.2016	784540990710882
18.07.2016	659155811719738
19.07.2016	866491939823100
20.07.2016	833651138012968
21.07.2016	722269612003818
22.07.2016	851433004904655
23.07.2016	612636208308132
24.07.2016	1067473849021991
25.07.2016	912453515519013
26.07.2016	1573803740430741
27.07.2016	1137591415234219
28.07.2016	741661790908779
29.07.2016	800416341547019
30.07.2016	757511495503911
31.07.2016	832078525837000
01.08.2016	1216336945301649
02.08.2016	1708834005669775
03.08.2016	2129219872349743
04.08.2016	1423703544904327
05.08.2016	956241293806443
06.08.2016	692915717808602
07.08.2016	1100073391326108
08.08.2016	443629121301740
09.08.2016	546573167549735
10.08.2016	982605789998478
11.08.2016	1396611842549000
12.08.2016	601227398185067
13.08.2016	782722462527557
14.08.2016	389444100641918
15.08.2016	688866489574718
16.08.2016	674392443191157
17.08.2016	706894760410531
18.08.2016	439820396212898
19.08.2016	365565394440095
20.08.2016	380981722365455
21.08.2016	411699284291192
22.08.2016	512608915802779
23.08.2016	1543961601556079
24.08.2016	907567754590893
25.08.2016	895113317928176
26.08.2016	652356063200531
27.08.2016	483389058652542
28.08.2016	547064926991340
29.08.2016	551859548350113
30.08.2016	577741295861571
31.08.2016	600928525852869
01.09.2016	625139950735415
02.09.2016	570115802400483
03.09.2016	465539959389470
04.09.2016	755560160083717
05.09.2016	538910170604722
06.09.2016	715438945800864
07.09.2016	370613492665853
08.09.2016	403797380214611
09.09.2016	322800480039115
10.09.2016	232213236720431
11.09.2016	343543497632437
12.09.2016	460419649588102
13.09.2016	438816564487278
14.09.2016	334850545955163
15.09.2016	258914512245901
16.09.2016	256715623258726
17.09.2016	199466106126561
18.09.2016	223762235733706
19.09.2016	261377034705346
20.09.2016	157753661942955
21.09.2016	363747804983270
22.09.2016	239997928727767
23.09.2016	211382670227512
24.09.2016	151470825317571
25.09.2016	272477350537615
26.09.2016	290120502830457
27.09.2016	328632292982420
28.09.2016	215495865940440
29.09.2016	180845620962552
30.09.2016	258287686058959
01.10.2016	238812699690973
02.10.2016	206499764057365
03.10.2016	216611683366163
04.10.2016	248410198328275
05.10.2016	259542184676556
06.10.2016	214566353576609
07.10.2016	222272776977830
08.10.2016	286316281976724
09.10.2016	534987933409440
10.10.2016	370898062742691
11.10.2016	507793166647220
12.10.2016	341154508801384
13.10.2016	394029196611199
14.10.2016	429843530667458
15.10.2016	349728074500323
16.10.2016	506850687009512
17.10.2016	300643741560365
18.10.2016	298317565382199
19.10.2016	289561898799145
20.10.2016	292442233290976
21.10.2016	361184591814403
22.10.2016	590069381303656
23.10.2016	511469704002815
24.10.2016	385232191308495
25.10.2016	353161125439269
26.10.2016	445927310168212
27.10.2016	389707220836927
28.10.2016	474221258908589
29.10.2016	885612414144813
30.10.2016	405811680696877
31.10.2016	385509788873412
01.11.2016	565765452653935
02.11.2016	395571025386295
03.11.2016	855142582548447
04.11.2016	392594090552481
05.11.2016	348877294978780
06.11.2016	311833146937644
07.11.2016	355334665003675
08.11.2016	215131076103382
09.11.2016	340345482854439
10.11.2016	387956920296556
11.11.2016	196660867909985
12.11.2016	341088576045526
13.11.2016	705363829919511
14.11.2016	395489296445929
15.11.2016	521282636645434
16.11.2016	662370919814579
17.11.2016	623309810603190
18.11.2016	416289748147537
19.11.2016	344540040236355
20.11.2016	453952658950344
21.11.2016	482267746456642
22.11.2016	646218775033379
23.11.2016	441144560582311
24.11.2016	450036831190236
25.11.2016	371894612830306
26.11.2016	405166711219024
27.11.2016	334892238077018
28.11.2016	340730467996228
29.11.2016	371806107260176
30.11.2016	399900336996981
01.12.2016	323950361268842
02.12.2016	375723599549640
03.12.2016	392007631246419
04.12.2016	282090569408757
05.12.2016	1250863153150722
06.12.2016	652092092541323
07.12.2016	337958729412070
08.12.2016	424852623059932
09.12.2016	384094185833840
10.12.2016	439663955278155
11.12.2016	323411433158670
12.12.2016	273220803161681
13.12.2016	222432359701091
14.12.2016	286279807968963
15.12.2016	405225114766215
16.12.2016	320879682000783
17.12.2016	420893227006904
18.12.2016	534984098287368
19.12.2016	452399926449310
20.12.2016	639992555862339
21.12.2016	396971066693417
22.12.2016	693057861813628
23.12.2016	1281418941973739
24.12.2016	1248421999869861
25.12.2016	938334067948855
26.12.2016	894736903475373
27.12.2016	526723291476818
28.12.2016	957749989883477
29.12.2016	533050511273515
30.12.2016	1173528971300959
31.12.2016	578605957719906
01.01.2017	464071559612197
02.01.2017	1029518905730152
03.01.2017	615559864850405
04.01.2017	1365388175815332
05.01.2017	1765460559874302
06.01.2017	994739148857619
07.01.2017	734567241216222
08.01.2017	570215044062597
09.01.2017	765898559396676
10.01.2017	2526641502826182
11.01.2017	1405148851969701
12.01.2017	822673607033449
13.01.2017	583521058301691
14.01.2017	458905840910778
15.01.2017	351070107349712
16.01.2017	358089513236003
17.01.2017	524798541482338
18.01.2017	1120887173088929
19.01.2017	263789069437787
20.01.2017	1345175501848603
21.01.2017	463310988126716
22.01.2017	994181080272107
23.01.2017	548670952826045
24.01.2017	311857251050498
25.01.2017	450062760597708
26.01.2017	316160761392903
27.01.2017	392068731791325
28.01.2017	237686853691678
29.01.2017	199305893737290
30.01.2017	3754969258618602
31.01.2017	938863321144929
01.02.2017	391962635426618
02.02.2017	196890166035345
03.02.2017	411432543111541
04.02.2017	420211338492496
05.02.2017	270921619559548
06.02.2017	310326562062036
07.02.2017	244033588431030
08.02.2017	402651247585692
09.02.2017	532384934344167
10.02.2017	758385750419692
11.02.2017	403152979661151
12.02.2017	84593902384650
13.02.2017	99954144869570
14.02.2017	113364033971804
15.02.2017	102999512893974
16.02.2017	91875683780244
17.02.2017	63508409819503
18.02.2017	42016054693761
19.02.2017	76323939611577
20.02.2017	99364998333501
21.02.2017	134097996963456
22.02.2017	259673770309243
23.02.2017	77783291203243
24.02.2017	409901858140649
25.02.2017	122101311440702
26.02.2017	148773000577032
27.02.2017	213725423109140
28.02.2017	154559616856295
01.03.2017	240981257542144
02.03.2017	333482470802130
03.03.2017	241913091653331
04.03.2017	97019734135283
05.03.2017	57383379571785
06.03.2017	77024696511498
07.03.2017	62119251974971
08.03.2017	211461459190154
09.03.2017	162730428866451
10.03.2017	73828979586635
11.03.2017	111851779763855
12.03.2017	122869410255675
13.03.2017	215865746487407
14.03.2017	363988360057821
15.03.2017	283725189843455
16.03.2017	568943670428568
17.03.2017	531832508028109
18.03.2017	176619152228685
19.03.2017	98408956154009
20.03.2017	181993379290780
21.03.2017	150929494614600
22.03.2017	179495911296667
23.03.2017	86712823761780
24.03.2017	285014854619832
25.03.2017	166268791131581
26.03.2017	106880931637472
27.03.2017	144483997706496
28.03.2017	75113152756073
29.03.2017	149399234905286
30.03.2017	1605000081242881
31.03.2017	1183646827655556
01.04.2017	608404112133507
02.04.2017	857819119530859
03.04.2017	840729350872054
04.04.2017	983887551343580
05.04.2017	1977616597797687
06.04.2017	782924991110469
07.04.2017	398192379962084
08.04.2017	374371930070381
09.04.2017	319713143702429
10.04.2017	229797797330930
11.04.2017	197233180016112
12.04.2017	654412717126940
13.04.2017	286926464140966
14.04.2017	258630710975386
15.04.2017	198750367950765
16.04.2017	107540812647234
17.04.2017	450611919522239
18.04.2017	320701443770553
19.04.2017	220403149392618
20.04.2017	129150266729752
21.04.2017	638448826591830
22.04.2017	3053133013481978
23.04.2017	4743048525740308
24.04.2017	2484957682329604
25.04.2017	2303460995437409
26.04.2017	1607813904776295
27.04.2017	384723130161709
28.04.2017	1021148807142383
29.04.2017	2171276247731224
30.04.2017	246541463532700
01.05.2017	419132923951190
02.05.2017	414738720605257
03.05.2017	2098890101425458
04.05.2017	4489717834135466
05.05.2017	1752666820228974
06.05.2017	742090510475496
07.05.2017	1633959507163047
08.05.2017	733205291544533
09.05.2017	865442693096588
10.05.2017	3596986589803453
11.05.2017	523187450531182
12.05.2017	393909083926533
13.05.2017	274280235392869
14.05.2017	292435346503653
15.05.2017	669180012214661
16.05.2017	682651730793131
17.05.2017	345124734987530
18.05.2017	825258698952222
19.05.2017	552551591008054
20.05.2017	478545506837141
21.05.2017	251723713363621
22.05.2017	453358173529364
23.05.2017	1654563191498204
24.05.2017	879400894275076
25.05.2017	780319425999708
26.05.2017	616831935645871
27.05.2017	1349299789501114
28.05.2017	319932098962293
29.05.2017	158828164537027
30.05.2017	265598170930312
31.05.2017	1543926850566261
01.06.2017	8822420403447082
02.06.2017	2007924101108915
03.06.2017	1028108414221496
04.06.2017	502656255459754
05.06.2017	983696470213842
06.06.2017	696583484536607
07.06.2017	1606801634728413
08.06.2017	1328194603492363
09.06.2017	1102240517529285
10.06.2017	1052862060965495
11.06.2017	1356562500179295
12.06.2017	1188704970852044
13.06.2017	890101278625494
14.06.2017	1296403830131925
15.06.2017	1448314914699968
16.06.2017	1381975325861455
17.06.2017	2423633660784575
18.06.2017	1300732507550614
19.06.2017	2616797776049293
20.06.2017	3108394536149453
21.06.2017	1324679079641906
22.06.2017	4182954987124000
23.06.2017	3735189368481867
24.06.2017	827410191331739
25.06.2017	2059958044193508
26.06.2017	2206247591235221
27.06.2017	1488980592325811
28.06.2017	1062231769349666
29.06.2017	800713900967249
30.06.2017	679753142215800
01.07.2017	728804167806063
02.07.2017	827209463686511
03.07.2017	1588562487307178
04.07.2017	2114193768090267
05.07.2017	2593219892076671
06.07.2017	1412525168196954
07.07.2017	1801805047705666
08.07.2017	1382364768786585
09.07.2017	806400571310554
10.07.2017	1480228832921947
11.07.2017	3795739919568019
12.07.2017	1516951006817850
13.07.2017	1271973587365209
14.07.2017	1213538316227906
15.07.2017	1788746842321121
16.07.2017	2552069471441858
17.07.2017	879475728932393
18.07.2017	1204248121839820
19.07.2017	919080014636093
20.07.2017	1383799667941617
21.07.2017	1970627372147087
22.07.2017	3862299706830620
23.07.2017	685386811424828
24.07.2017	550926994502126
25.07.2017	1605702289061564
26.07.2017	1057401184787926
