Time	sum(Output total – Blocks (LTC)) – Litecoin
27.07.2017	1635378153566857
28.07.2017	552770092815940
29.07.2017	1395313228659911
30.07.2017	5781116546840972
31.07.2017	1768868909713659
01.08.2017	1165183404861766
02.08.2017	810894348256188
03.08.2017	1694765981709090
04.08.2017	2410156179746697
05.08.2017	2151865895835360
06.08.2017	1296204039983442
07.08.2017	3344785012756105
08.08.2017	5000238937843050
09.08.2017	1200537065721049
10.08.2017	1886862833909848
11.08.2017	2818788484667272
12.08.2017	3213771017299472
13.08.2017	5931222996641807
14.08.2017	4389330092003868
15.08.2017	824359725235174
16.08.2017	502792813033895
17.08.2017	381274958966904
18.08.2017	865253978156298
19.08.2017	415012662178081
20.08.2017	333494923265050
21.08.2017	566486388080520
22.08.2017	529330759234816
23.08.2017	834391761613992
24.08.2017	1266893300835969
25.08.2017	628066945573659
26.08.2017	444058562239098
27.08.2017	1258589659277563
28.08.2017	990473392786519
29.08.2017	819169259916247
30.08.2017	2248843125043262
31.08.2017	1764042070895957
01.09.2017	2824407714261508
02.09.2017	1509455062940086
03.09.2017	792348758161564
04.09.2017	1917167597967074
05.09.2017	1068745311734989
06.09.2017	1279482948379573
07.09.2017	582136248089197
08.09.2017	1218793773587922
09.09.2017	1112311105238057
10.09.2017	1428991437096813
11.09.2017	836294006655199
12.09.2017	805050802314336
13.09.2017	528154962035762
14.09.2017	1733645554316985
15.09.2017	3857632204072197
16.09.2017	2557344271984612
17.09.2017	1504237103781433
18.09.2017	2776026176758672
19.09.2017	1672344481660832
20.09.2017	3217614286274551
21.09.2017	2662316152677085
22.09.2017	2205000835203312
23.09.2017	1525657808647545
24.09.2017	795301890890422
25.09.2017	1123703211514637
26.09.2017	960808394344019
27.09.2017	1226688721879188
28.09.2017	2148754825601498
29.09.2017	858010216063701
30.09.2017	1318191951617499
01.10.2017	881520892291431
02.10.2017	810968205570553
03.10.2017	1087935527407665
04.10.2017	765817912489653
05.10.2017	504159931969811
06.10.2017	351071294944239
07.10.2017	299837233538178
08.10.2017	527780976589104
09.10.2017	893170173777161
10.10.2017	654172823450723
11.10.2017	440811751060302
12.10.2017	990203877506428
13.10.2017	914349870590046
14.10.2017	660802680694678
15.10.2017	618018696787993
16.10.2017	440030995409176
17.10.2017	519968377480189
18.10.2017	571865250750140
19.10.2017	430987623143730
20.10.2017	395855734963855
21.10.2017	490298909344056
22.10.2017	395693235171581
23.10.2017	669817972532485
24.10.2017	575340917600697
25.10.2017	477524550340734
26.10.2017	417339129153770
27.10.2017	345896665703002
28.10.2017	304814975123198
29.10.2017	2520575899161024
30.10.2017	3671414374594456
31.10.2017	3529576717887779
01.11.2017	4032287849110758
02.11.2017	4452376091217662
03.11.2017	4772368102522437
04.11.2017	3426997338605733
05.11.2017	3413648467458265
06.11.2017	3877730816507578
07.11.2017	4561965522886082
08.11.2017	3608670136905155
09.11.2017	4016438519956832
10.11.2017	3281788705290323
11.11.2017	3092740211911662
12.11.2017	3567655536475696
13.11.2017	2397850631996724
14.11.2017	2563604174287529
15.11.2017	2085913607434735
16.11.2017	2639858941051884
17.11.2017	2230613708125233
18.11.2017	1808113872680385
19.11.2017	1730010143708511
20.11.2017	1796633867511846
21.11.2017	1821956706113382
22.11.2017	1405764990692874
23.11.2017	1467554333667846
24.11.2017	1474188594665512
25.11.2017	1627731260536032
26.11.2017	1570500030124823
27.11.2017	1768382590018444
28.11.2017	1762793774713146
29.11.2017	1915973773287830
30.11.2017	1656716374900962
01.12.2017	1327811861054322
02.12.2017	1185565845235522
03.12.2017	2115498511337647
04.12.2017	2307165194661522
05.12.2017	2189580874526106
06.12.2017	2398186532072974
07.12.2017	2074987072029609
08.12.2017	2350677887368062
09.12.2017	2211187550832415
10.12.2017	976832262500822
11.12.2017	1650862934607825
12.12.2017	3984571356676012
13.12.2017	2656782474076534
14.12.2017	2171908879757328
15.12.2017	1727870624253092
16.12.2017	1108286027579568
17.12.2017	1221479182281126
18.12.2017	1059021692451176
19.12.2017	1811955604345971
20.12.2017	2006058885227771
21.12.2017	3928548739010952
22.12.2017	1831756966070390
23.12.2017	1121515076861060
24.12.2017	685734972710612
25.12.2017	606703905870347
26.12.2017	554654839064817
27.12.2017	744260043655149
28.12.2017	2747391519610902
29.12.2017	3515955002154689
30.12.2017	1362558383258547
31.12.2017	1706393336427537
01.01.2018	859700606245181
02.01.2018	1437010868733729
03.01.2018	2665866635886616
04.01.2018	4532668509777406
05.01.2018	4668716122612092
06.01.2018	2761054903474128
07.01.2018	1752641714096763
08.01.2018	1220369647944244
09.01.2018	1296287083883991
10.01.2018	1101716503782791
11.01.2018	939166762318697
12.01.2018	905103252565201
13.01.2018	827470325409186
14.01.2018	946475627583299
15.01.2018	821895933848574
16.01.2018	1104203697533627
17.01.2018	918359615334726
18.01.2018	841809190910581
19.01.2018	527026105798560
20.01.2018	458684613460342
21.01.2018	370684548035694
22.01.2018	443862340551899
23.01.2018	353974230971383
24.01.2018	581833905322121
25.01.2018	477888530219641
26.01.2018	515577596959138
27.01.2018	314278741496660
28.01.2018	1014613923850469
29.01.2018	668933802784667
30.01.2018	762511926991354
31.01.2018	377608009733878
01.02.2018	434522492366621
02.02.2018	521971759806290
03.02.2018	391539679012039
04.02.2018	737070928650047
05.02.2018	647686932118719
06.02.2018	581808019017682
07.02.2018	553370379440968
08.02.2018	425970423055624
09.02.2018	404704789442553
10.02.2018	548520595095180
11.02.2018	349748910768510
12.02.2018	284460036540309
13.02.2018	1718388768177138
14.02.2018	775189401110927
15.02.2018	1002486805615467
16.02.2018	496336261693712
17.02.2018	1165270374006869
18.02.2018	946750714765762
19.02.2018	388719988487396
20.02.2018	385502611651893
21.02.2018	349883253303782
22.02.2018	537610707408271
23.02.2018	360689005749281
24.02.2018	228878095796656
25.02.2018	203693748654643
26.02.2018	283570684165907
27.02.2018	283994814761895
28.02.2018	340239370599997
01.03.2018	229213167166188
02.03.2018	236566044456617
03.03.2018	219167150476583
04.03.2018	148721107509654
05.03.2018	195037241098900
06.03.2018	250668747197203
07.03.2018	266701940012462
08.03.2018	342771676583590
09.03.2018	290111946415516
10.03.2018	180816980554287
11.03.2018	241932766239398
12.03.2018	247270540440782
13.03.2018	409717972645352
14.03.2018	576378723521346
15.03.2018	365380036139232
16.03.2018	260800679171434
17.03.2018	206951710665071
18.03.2018	269822006223247
19.03.2018	271344824660328
20.03.2018	259257138129394
21.03.2018	233392538152142
22.03.2018	216079944233094
23.03.2018	234152966546042
24.03.2018	344824555993540
25.03.2018	232487179684636
26.03.2018	410737604823594
27.03.2018	278469057205598
28.03.2018	358946228561068
29.03.2018	497862602899638
30.03.2018	442713670779588
31.03.2018	267748640850032
01.04.2018	277233082871764
02.04.2018	330329917504733
03.04.2018	281463546341383
04.04.2018	298904054669104
05.04.2018	292191386653433
06.04.2018	426678689275324
07.04.2018	203790990428900
08.04.2018	177495861349031
09.04.2018	236076909205112
10.04.2018	195118825970597
11.04.2018	303738160329918
12.04.2018	675735569567169
13.04.2018	485828051607184
14.04.2018	354578323424810
15.04.2018	452110289539061
16.04.2018	411187725182494
17.04.2018	464200496607923
18.04.2018	300533862211115
19.04.2018	427881432775340
20.04.2018	319312942402021
21.04.2018	309787525384846
22.04.2018	308080855425076
23.04.2018	466002208964300
24.04.2018	537216007368469
25.04.2018	572044619096145
26.04.2018	336723989285497
27.04.2018	385078489869946
28.04.2018	287363659834775
29.04.2018	398557295695676
30.04.2018	362930791001335
01.05.2018	391330299422243
02.05.2018	327858296247923
03.05.2018	457880839952686
04.05.2018	348570516732112
05.05.2018	430004737125033
06.05.2018	539578484929679
07.05.2018	367065490840675
08.05.2018	327762796870005
09.05.2018	355945161542588
10.05.2018	308706381684034
11.05.2018	380593094263601
12.05.2018	164884897856293
13.05.2018	224209626868855
14.05.2018	323911109471015
15.05.2018	488404465095412
16.05.2018	455685373136310
17.05.2018	323765457907630
18.05.2018	319200780073472
19.05.2018	260649343003410
20.05.2018	218493200695979
21.05.2018	390629371131683
22.05.2018	261356198692387
23.05.2018	278916895826333
24.05.2018	170990891030275
25.05.2018	147317008009777
26.05.2018	100762980931436
27.05.2018	99873617736665
28.05.2018	146790310298172
29.05.2018	133954037734297
30.05.2018	136466385727479
31.05.2018	232545498195303
01.06.2018	212367379405144
02.06.2018	257533549157276
03.06.2018	276087398658059
04.06.2018	312811563638170
05.06.2018	331956030890127
06.06.2018	299979854678842
07.06.2018	341727398780929
08.06.2018	285776658475410
09.06.2018	216910586785725
10.06.2018	384560943361887
11.06.2018	273569542472028
12.06.2018	295286529072373
13.06.2018	391307053788470
14.06.2018	399136888937133
15.06.2018	321480138034864
16.06.2018	191550153244524
17.06.2018	155786948845038
18.06.2018	227822927080341
19.06.2018	279955063961113
20.06.2018	212381124170520
21.06.2018	354369797554801
22.06.2018	587050967981025
23.06.2018	258934625042093
24.06.2018	319347304887510
25.06.2018	352290437224997
26.06.2018	332134829249204
27.06.2018	273629375460060
28.06.2018	202919111771665
29.06.2018	231388708237286
30.06.2018	216771236909378
01.07.2018	232541462707958
02.07.2018	278598675566971
03.07.2018	278044193716262
04.07.2018	276184177983906
05.07.2018	394287185182903
06.07.2018	293377527111604
07.07.2018	328611080233748
08.07.2018	408269732812748
09.07.2018	375382285281722
10.07.2018	444154773908081
11.07.2018	698113373369110
12.07.2018	274154789862750
13.07.2018	267662759403484
14.07.2018	142650544037211
15.07.2018	187747020759213
16.07.2018	251222339762235
17.07.2018	285424059735079
18.07.2018	366664530503477
19.07.2018	235827799397210
20.07.2018	287759170006676
21.07.2018	208115357708185
22.07.2018	266877657019166
23.07.2018	351774016889539
24.07.2018	332998995539366
25.07.2018	248146703296604
26.07.2018	293494555602238
27.07.2018	270154389352021
28.07.2018	213477047623725
29.07.2018	163891924163311
30.07.2018	303787039602536
31.07.2018	346147516635494
01.08.2018	292761280672003
02.08.2018	251214754167210
03.08.2018	273667386331154
04.08.2018	306750181833794
05.08.2018	212647479908491
06.08.2018	219635035764987
07.08.2018	283414701343258
08.08.2018	424793682999281
09.08.2018	297711997827993
10.08.2018	246629460951209
11.08.2018	195292129160409
12.08.2018	208348409660933
13.08.2018	302397305071836
14.08.2018	379237020861158
15.08.2018	348096750284171
16.08.2018	294274161144513
17.08.2018	274151808353945
18.08.2018	258255435571205
19.08.2018	188894429864081
20.08.2018	291203255704966
21.08.2018	242227846831125
22.08.2018	337719922849594
23.08.2018	227289783527297
24.08.2018	230190663455368
25.08.2018	205196442574386
26.08.2018	244720434475688
27.08.2018	268369394996665
28.08.2018	395222249068820
29.08.2018	376174173837706
30.08.2018	275509137377909
31.08.2018	230596032444891
01.09.2018	378920641830773
02.09.2018	320408019419792
03.09.2018	339158342992091
04.09.2018	432522940881195
05.09.2018	467699779782691
06.09.2018	390226809535147
07.09.2018	189843197418311
08.09.2018	210631997111286
09.09.2018	190991108618960
10.09.2018	281626701093403
11.09.2018	272883501774928
12.09.2018	301530444886667
13.09.2018	233834074875922
14.09.2018	199275430900575
15.09.2018	191718035400100
16.09.2018	180617706461298
17.09.2018	242708672732533
18.09.2018	233267480053515
19.09.2018	184872952341331
20.09.2018	291083145471728
21.09.2018	309565758681566
22.09.2018	368911165694501
23.09.2018	322290655230700
24.09.2018	358278671811182
25.09.2018	369684720593210
26.09.2018	271854037917274
27.09.2018	449765697101559
28.09.2018	524588277661817
29.09.2018	212801505957093
30.09.2018	491695429373600
01.10.2018	428902560416349
02.10.2018	293648711744780
03.10.2018	581256485378814
04.10.2018	299044704680155
05.10.2018	348570604539054
06.10.2018	326845752908146
07.10.2018	379767751560886
08.10.2018	345275465215843
09.10.2018	378102992230241
10.10.2018	424216468528299
11.10.2018	768068581582555
12.10.2018	312776503285099
13.10.2018	249384857908385
14.10.2018	218698993306139
15.10.2018	357976860663071
16.10.2018	325493275420274
17.10.2018	308769224054715
18.10.2018	306623299844908
19.10.2018	213797830515501
20.10.2018	267193810184944
21.10.2018	161677203448898
22.10.2018	218254761981117
23.10.2018	233921185474313
24.10.2018	177662772211924
25.10.2018	168985905637834
26.10.2018	186115055504473
27.10.2018	127613044126265
28.10.2018	158239566961318
29.10.2018	258132089792182
30.10.2018	330665807558583
31.10.2018	255740889055541
01.11.2018	242167259037802
02.11.2018	229192044177002
03.11.2018	174566129215111
04.11.2018	231796259908332
05.11.2018	320479327595978
06.11.2018	486512095192484
07.11.2018	514405064403707
08.11.2018	255550904150846
09.11.2018	268610555605394
10.11.2018	152161542488621
11.11.2018	308818828454380
12.11.2018	256622504651395
13.11.2018	293558922622896
14.11.2018	511746082575416
15.11.2018	1109767318365517
16.11.2018	361693950708355
17.11.2018	199992371657082
18.11.2018	226109560699442
19.11.2018	584973060379480
20.11.2018	611713060142940
21.11.2018	481780379949893
22.11.2018	366121721048571
23.11.2018	392540112980807
24.11.2018	290893961385400
25.11.2018	476310468263288
26.11.2018	357337348316532
27.11.2018	246814785742498
28.11.2018	289932966044504
29.11.2018	1734088390926194
30.11.2018	3569765016913864
01.12.2018	211288455268133
02.12.2018	209503685323381
03.12.2018	279457763655921
04.12.2018	250735582478286
05.12.2018	255494651282962
06.12.2018	333467251329930
07.12.2018	500031704883572
08.12.2018	300963670867198
09.12.2018	205295299325932
10.12.2018	374918009334276
11.12.2018	316435351221362
12.12.2018	336742527150782
13.12.2018	280925963016862
14.12.2018	236984302852526
15.12.2018	268227838995118
16.12.2018	386153842835550
17.12.2018	570461325436712
18.12.2018	398192773376464
19.12.2018	615755971987228
20.12.2018	478337978515830
21.12.2018	399499182592248
22.12.2018	260262241692959
23.12.2018	382051699998556
24.12.2018	538219983138952
25.12.2018	325582264708567
26.12.2018	398104764150975
27.12.2018	339061012931390
28.12.2018	352995904165968
29.12.2018	267727456534740
30.12.2018	315534257379877
31.12.2018	278073589828447
01.01.2019	362950515958625
02.01.2019	387533437689650
03.01.2019	512435184255120
04.01.2019	369261091840086
05.01.2019	562873595141796
06.01.2019	1158103331137398
07.01.2019	713469509607288
08.01.2019	722251374768494
09.01.2019	509967135384193
10.01.2019	652651342919418
11.01.2019	590316431257440
12.01.2019	290372054731836
13.01.2019	309167331300660
14.01.2019	404306530346005
15.01.2019	300903056298598
16.01.2019	307079344256566
17.01.2019	290353102619099
18.01.2019	351172182317298
19.01.2019	365888809539275
20.01.2019	358870234693097
21.01.2019	283978328531076
22.01.2019	337359176156632
23.01.2019	275215549247401
24.01.2019	370926891972922
25.01.2019	363781077305243
26.01.2019	410868322746928
27.01.2019	258144306212719
28.01.2019	411333894932816
29.01.2019	299820473089591
30.01.2019	271619419635903
31.01.2019	325388669556138
01.02.2019	430524512551356
02.02.2019	277502226078045
03.02.2019	361537110220151
04.02.2019	415207967781499
05.02.2019	299843116663755
06.02.2019	276636308621142
07.02.2019	240303402462558
08.02.2019	575120431596227
09.02.2019	661191855223496
10.02.2019	803512115929290
11.02.2019	544941124558084
12.02.2019	690059127696164
13.02.2019	595834379082034
14.02.2019	661566743064517
15.02.2019	628257048992040
16.02.2019	550681962541867
17.02.2019	429081387656398
18.02.2019	433042301156218
19.02.2019	495427616727630
20.02.2019	777128088336574
21.02.2019	493261738394397
22.02.2019	405104904146298
23.02.2019	431575270728125
24.02.2019	940823995144671
25.02.2019	502059003681162
26.02.2019	532603646330008
27.02.2019	482336476414551
28.02.2019	584911817495077
01.03.2019	587705663315372
02.03.2019	399028410634021
03.03.2019	215887702906437
04.03.2019	262678447792678
05.03.2019	515745764000053
06.03.2019	522523233109444
07.03.2019	593344934196007
08.03.2019	466280386450642
09.03.2019	302690827306686
10.03.2019	251424063146092
11.03.2019	271702572336625
12.03.2019	369760439435418
13.03.2019	242104104915698
14.03.2019	246869081253720
15.03.2019	225939068924318
16.03.2019	208042827602214
17.03.2019	309633288417192
18.03.2019	431011548034037
19.03.2019	519083810490607
20.03.2019	402851991515777
21.03.2019	383399584755152
22.03.2019	408310818440118
23.03.2019	404589890934933
24.03.2019	266814058861562
25.03.2019	449230957897152
26.03.2019	253954395180765
27.03.2019	392854309205275
28.03.2019	325967275424314
29.03.2019	448126533044228
30.03.2019	330882665395132
31.03.2019	308379657878507
01.04.2019	380184023118920
02.04.2019	1195639293482704
03.04.2019	997435239534767
04.04.2019	680405174965013
05.04.2019	526891088270230
06.04.2019	509690237196856
07.04.2019	277347987444318
08.04.2019	394290872789974
09.04.2019	344660817130926
10.04.2019	389905460104022
11.04.2019	846409312184145
12.04.2019	491573724877269
13.04.2019	348365754697538
14.04.2019	217588631467011
15.04.2019	428836287280701
16.04.2019	597285359368054
17.04.2019	303607466341098
18.04.2019	305271037684949
19.04.2019	365269361917423
20.04.2019	318835475573344
21.04.2019	490017359355913
22.04.2019	354956677793732
23.04.2019	399393633776308
24.04.2019	545537653508052
25.04.2019	385494635926845
26.04.2019	536961583901225
27.04.2019	301053055611043
28.04.2019	375852447143442
29.04.2019	313637669749015
30.04.2019	378944024631773
01.05.2019	288631789556860
02.05.2019	297054821954527
03.05.2019	328463272696447
04.05.2019	276205199045267
05.05.2019	204163007238341
06.05.2019	370387548573008
07.05.2019	365162240910737
08.05.2019	312309471394817
09.05.2019	399951631492398
10.05.2019	324874076557793
11.05.2019	490312587837820
12.05.2019	499012347734072
13.05.2019	591024822878780
14.05.2019	649343577600422
15.05.2019	831278457969748
16.05.2019	1695184118592630
17.05.2019	641606880557087
18.05.2019	615240809387794
19.05.2019	386032702286391
20.05.2019	629357344856543
21.05.2019	571784261464009
22.05.2019	572804169664206
23.05.2019	765653572060739
24.05.2019	762128937844996
25.05.2019	460735160302146
26.05.2019	406722735573908
27.05.2019	742012336210572
28.05.2019	506861650709805
29.05.2019	396016111715079
30.05.2019	515479336321747
31.05.2019	468687291886401
01.06.2019	376585476088372
02.06.2019	376817314355453
03.06.2019	436601229110574
04.06.2019	605161280698924
05.06.2019	368551280743952
06.06.2019	466228767727631
07.06.2019	635408090860219
08.06.2019	474261317633928
09.06.2019	469444448104897
10.06.2019	900631182578841
11.06.2019	1161972522903164
12.06.2019	780105875923648
13.06.2019	622798949853850
14.06.2019	629445711272759
15.06.2019	413231364284174
16.06.2019	463412670525037
17.06.2019	353457554893815
18.06.2019	759500456992071
19.06.2019	477110548414737
20.06.2019	484617692631302
21.06.2019	528654430515018
22.06.2019	590734226839446
23.06.2019	420762430718672
24.06.2019	773083972257577
25.06.2019	507584841718688
26.06.2019	655708306986972
27.06.2019	808201926660065
28.06.2019	647534428468762
29.06.2019	435994855116843
30.06.2019	418393095658137
01.07.2019	295109437402281
02.07.2019	245727227828201
03.07.2019	356881838637660
04.07.2019	325352069510291
05.07.2019	233098550271967
06.07.2019	224282082172668
07.07.2019	205521094099766
08.07.2019	277731869826608
09.07.2019	249951136672163
10.07.2019	453265850793179
11.07.2019	531841946706286
12.07.2019	433317591970153
13.07.2019	231050630117966
14.07.2019	295779119215180
15.07.2019	301199030997373
16.07.2019	437309258898485
17.07.2019	446629206042886
18.07.2019	359134127564484
19.07.2019	275861463386622
20.07.2019	291398235524713
21.07.2019	186758566893456
22.07.2019	269800332326233
23.07.2019	177120934953151
24.07.2019	216407037250277
25.07.2019	197638873112719
26.07.2019	199174862731526
27.07.2019	263009274693132
28.07.2019	267342819937948
29.07.2019	212232296251660
30.07.2019	235714595678019
31.07.2019	262015760998319
01.08.2019	226258101718236
02.08.2019	224511163029783
03.08.2019	216352785053304
04.08.2019	225807743423564
05.08.2019	312755996660960
06.08.2019	326722458588702
07.08.2019	561941248573698
08.08.2019	317093386345299
09.08.2019	254328425330145
10.08.2019	276266316588634
11.08.2019	509952403121872
12.08.2019	353827355099870
13.08.2019	1867268643014674
14.08.2019	984072195393295
15.08.2019	267783782283736
16.08.2019	221941030242882
17.08.2019	124402946336923
18.08.2019	114668888692969
19.08.2019	121050139513738
20.08.2019	167011443388767
21.08.2019	163253414250341
22.08.2019	160864044562762
23.08.2019	141422642842983
24.08.2019	113239956891914
25.08.2019	158729788384511
26.08.2019	244027638208779
27.08.2019	227455912794875
28.08.2019	261611441061615
29.08.2019	225936570369038
30.08.2019	219674214565751
31.08.2019	137060034329846
01.09.2019	190028397832074
02.09.2019	255182737664529
03.09.2019	435905840014341
04.09.2019	225180250466020
05.09.2019	293105504747853
06.09.2019	314282948154809
07.09.2019	228027448278553
08.09.2019	350326974511628
09.09.2019	386505801907720
10.09.2019	255543616405784
11.09.2019	447174018304618
12.09.2019	215418975397767
13.09.2019	178554544803336
14.09.2019	211225307214595
15.09.2019	171278042828348
16.09.2019	311697911409247
17.09.2019	356207288579174
18.09.2019	418897544495726
19.09.2019	492028326809382
20.09.2019	234526071646476
21.09.2019	173853881775921
22.09.2019	304046059290707
23.09.2019	499390750264633
24.09.2019	626022572753893
25.09.2019	759867940375788
26.09.2019	479578615566687
27.09.2019	288507669720230
28.09.2019	182679981193956
29.09.2019	432471135322996
30.09.2019	265809774064980
01.10.2019	183861522673953
02.10.2019	155728524214053
03.10.2019	159916971711697
04.10.2019	216197627025268
05.10.2019	128662352464434
06.10.2019	210216120507757
07.10.2019	214966894106289
08.10.2019	177799059826454
09.10.2019	200341965995472
10.10.2019	148240799541827
11.10.2019	240871387647069
12.10.2019	114767608337280
13.10.2019	87802629375413
14.10.2019	335754433323131
15.10.2019	259756208691186
16.10.2019	184320530569861
17.10.2019	157647997167654
18.10.2019	351668654130595
19.10.2019	387663072809454
20.10.2019	254028966580283
21.10.2019	375474810618019
22.10.2019	180213975707567
23.10.2019	416708139353232
24.10.2019	383343923889558
25.10.2019	355097618518220
26.10.2019	387080045701132
27.10.2019	401446021325768
28.10.2019	780506705601313
29.10.2019	458123059825632
30.10.2019	618430764763272
31.10.2019	956110506283167
01.11.2019	541681074258248
02.11.2019	195936323466704
03.11.2019	180282510153623
04.11.2019	399205730597198
05.11.2019	881471230899064
06.11.2019	424558693148389
07.11.2019	333832101649739
08.11.2019	341779469886344
09.11.2019	280053020668870
10.11.2019	319916543201407
11.11.2019	238012214467804
12.11.2019	614689588361295
13.11.2019	371596413056841
14.11.2019	538042129411213
15.11.2019	420592777577851
16.11.2019	340180882904261
17.11.2019	203724078614739
18.11.2019	746975827795108
19.11.2019	375645346305531
20.11.2019	251325859376064
21.11.2019	678830882254160
22.11.2019	539100272988377
23.11.2019	333951969988348
24.11.2019	265383179261637
25.11.2019	415125164522644
26.11.2019	181890361267215
27.11.2019	236502960205223
28.11.2019	550250017344652
29.11.2019	244212416110769
30.11.2019	360875205471622
01.12.2019	166282089437315
02.12.2019	735628767444107
03.12.2019	427600441137511
04.12.2019	458240673945028
05.12.2019	1096991657328643
06.12.2019	697123764164559
07.12.2019	236353421324187
08.12.2019	106460951606718
09.12.2019	348796397207212
10.12.2019	208720854696360
11.12.2019	342052476032711
12.12.2019	250425065342895
13.12.2019	692875752039116
14.12.2019	243176729523244
15.12.2019	321505570640066
16.12.2019	644324339300641
17.12.2019	968907264237146
18.12.2019	553070390146355
19.12.2019	298280921946373
20.12.2019	267553373387221
21.12.2019	410195470466247
22.12.2019	295714730565008
23.12.2019	297984994782433
24.12.2019	562044859579085
25.12.2019	146160183084796
26.12.2019	414402211648913
27.12.2019	436842901858049
28.12.2019	419532393434805
29.12.2019	769595098876020
30.12.2019	576102950251674
31.12.2019	909913637774816
01.01.2020	154758798376888
02.01.2020	913964087080377
03.01.2020	475279927234171
04.01.2020	235245728162336
05.01.2020	321140818316281
06.01.2020	262202174879084
07.01.2020	449073886696983
08.01.2020	531321361332596
09.01.2020	729361404501506
10.01.2020	332124518760025
11.01.2020	402470009415252
12.01.2020	325904667465598
13.01.2020	1266981841593523
14.01.2020	1294786462122332
15.01.2020	1421914456446999
16.01.2020	532147417554995
17.01.2020	511858581183980
18.01.2020	413914030069739
19.01.2020	271602610753546
20.01.2020	421406497130707
21.01.2020	169734439095248
22.01.2020	143089401927990
23.01.2020	322064690200827
24.01.2020	268395681027509
25.01.2020	136000533181777
26.01.2020	112984231453791
27.01.2020	185912464609528
28.01.2020	225060383566320
29.01.2020	236653078736299
30.01.2020	438478849575627
31.01.2020	510275672691186
01.02.2020	272876284823459
02.02.2020	325168916238532
03.02.2020	290867589824862
04.02.2020	402850633539752
05.02.2020	372590783177693
06.02.2020	526545210731015
07.02.2020	360756314560656
08.02.2020	459696136381773
09.02.2020	533222424073358
10.02.2020	525671497975411
11.02.2020	203422203944057
12.02.2020	282531244971096
13.02.2020	587612094068957
14.02.2020	411686864378349
15.02.2020	366105096805070
16.02.2020	686292911910781
17.02.2020	635777591809489
18.02.2020	248794397344868
19.02.2020	537971330186080
20.02.2020	930143270068852
21.02.2020	348251347805086
22.02.2020	362666088011360
23.02.2020	332636000099799
24.02.2020	680456306145569
25.02.2020	284628698249927
26.02.2020	673884130358638
27.02.2020	318684086157290
28.02.2020	258483915430523
29.02.2020	172946652304631
01.03.2020	158897214209587
02.03.2020	228004785316703
03.03.2020	198667037435868
04.03.2020	169870555372057
05.03.2020	189399016751296
06.03.2020	262051248693787
07.03.2020	188225984186893
08.03.2020	279483023848903
09.03.2020	397438968130478
10.03.2020	370414120522520
11.03.2020	298301814621811
12.03.2020	1684391067975594
13.03.2020	1466913968940977
14.03.2020	406943835218656
15.03.2020	258773531783677
16.03.2020	641601465774455
17.03.2020	346166080889929
18.03.2020	742496415339953
19.03.2020	542048999812712
20.03.2020	445450927306426
21.03.2020	437996105504025
22.03.2020	400827442707590
23.03.2020	439026451155956
24.03.2020	369799435165245
25.03.2020	394614194289704
26.03.2020	174860978746358
27.03.2020	218261167702724
28.03.2020	215675613146303
29.03.2020	121781820742274
30.03.2020	207663655029299
31.03.2020	223440225655677
01.04.2020	166694951571156
02.04.2020	276326856565899
03.04.2020	329896982631022
04.04.2020	205795279984500
05.04.2020	172617017665742
06.04.2020	285289729421774
07.04.2020	346204433208681
08.04.2020	290348941829862
09.04.2020	351885168597601
10.04.2020	538986627969589
11.04.2020	212229457918166
12.04.2020	373470030948760
13.04.2020	383499515691695
14.04.2020	259048594396336
15.04.2020	227927834569539
16.04.2020	338550083964136
17.04.2020	245093778552325
18.04.2020	219000288926908
19.04.2020	280949810270193
20.04.2020	335156681316261
21.04.2020	206066170767007
22.04.2020	248045053439537
23.04.2020	207661467867806
24.04.2020	366935153809416
25.04.2020	237966592777292
26.04.2020	195135281652195
27.04.2020	371061467104017
28.04.2020	359948280578412
29.04.2020	500602365816103
30.04.2020	536620984814961
01.05.2020	239027561944940
02.05.2020	257354932090535
03.05.2020	324345128640941
04.05.2020	323890348020785
05.05.2020	374047824108576
06.05.2020	348863803532461
07.05.2020	448149846421547
08.05.2020	414469510188767
09.05.2020	324321119870467
10.05.2020	391528744899154
11.05.2020	395925670825013
12.05.2020	395372925796260
13.05.2020	332050618345983
14.05.2020	344962689377385
15.05.2020	316946189691723
16.05.2020	285703385246411
17.05.2020	276982660427298
18.05.2020	410829506356863
19.05.2020	243814163196081
20.05.2020	244584547224690
21.05.2020	355430766118888
22.05.2020	311637021377557
23.05.2020	162714139308480
24.05.2020	213638115053188
25.05.2020	422372596539731
26.05.2020	262198234344954
27.05.2020	312336027146019
28.05.2020	195642840410817
29.05.2020	316494114219312
30.05.2020	386419410490501
31.05.2020	228951846943579
01.06.2020	583176500833851
02.06.2020	702544363449718
03.06.2020	336364558739157
04.06.2020	276266524397545
05.06.2020	258328433397687
06.06.2020	224648418446644
07.06.2020	404781489281033
08.06.2020	316838196997981
09.06.2020	242213508066166
10.06.2020	503691029105326
11.06.2020	392461847059843
12.06.2020	451510280591271
13.06.2020	418553812617354
14.06.2020	150240052090494
15.06.2020	433294113386765
16.06.2020	298222497741303
17.06.2020	227870018205325
18.06.2020	312338313086443
19.06.2020	374134039155788
20.06.2020	318284846917321
21.06.2020	175557521153079
22.06.2020	239421075505700
23.06.2020	218745240592757
24.06.2020	294676567313357
