Time	sum(Output total – Blocks (DOGE)) – Dogecoin
17.01.2019	-3337818241855686700
18.01.2019	3486203310544091000
19.01.2019	-3490778800360554500
20.01.2019	-4365599700012656600
21.01.2019	3274935091446895600
22.01.2019	7667503783557565000
23.01.2019	-454712782831800300
24.01.2019	-3988490252683921400
25.01.2019	1230705910627850200
26.01.2019	2926948508202924500
27.01.2019	-7357153539320130000
28.01.2019	8886513715665459000
29.01.2019	1395910681331259000
30.01.2019	-2433338759030157300
31.01.2019	-910134886943080400
01.02.2019	-9137749105639840000
02.02.2019	-4689597100729915000
03.02.2019	-7696221092856125000
04.02.2019	2794163949685581300
05.02.2019	2884187980669058600
06.02.2019	8673923316334823000
07.02.2019	8251168719943007000
08.02.2019	8247797484912898000
09.02.2019	5168928956099484000
10.02.2019	5237970482496385000
11.02.2019	2508122084325775400
12.02.2019	1941884511331234300
13.02.2019	2732130009174185000
14.02.2019	2451177631015592400
15.02.2019	1447212237289656000
16.02.2019	2092841597878403300
17.02.2019	3827721098782140400
18.02.2019	3227448030793859600
19.02.2019	2299485871846362000
20.02.2019	2488596567702292500
21.02.2019	3490020747664751600
22.02.2019	2304577447341808400
23.02.2019	2698611415301467000
24.02.2019	3284307631522616000
25.02.2019	3957258787570573000
26.02.2019	3267332722050400000
27.02.2019	5907668018835422000
28.02.2019	3775165660584957400
01.03.2019	4527770953152090600
02.03.2019	4856127817934573000
03.03.2019	-2971585960987570000
04.03.2019	6838744724623888000
05.03.2019	2746832476687792600
06.03.2019	3579538266008245000
07.03.2019	3158085811158261000
08.03.2019	2283982460718778400
09.03.2019	1975972874666997000
10.03.2019	-7792394584448860000
11.03.2019	-8309523596188940000
12.03.2019	-4432072148316465000
13.03.2019	-206378128159117300
14.03.2019	8188837087608211000
15.03.2019	-7494441340176933000
16.03.2019	6178735763083506000
17.03.2019	-2703055649650796500
18.03.2019	4246923721613967400
19.03.2019	8264419782968058000
20.03.2019	3007182390454405600
21.03.2019	1621192589154431700
22.03.2019	1388813433143510000
23.03.2019	2977105100449914400
24.03.2019	1801459450889905700
25.03.2019	1944790205514545700
26.03.2019	2093941272442261500
27.03.2019	2653413856010454000
28.03.2019	2373516468885826000
29.03.2019	2356143955816336400
30.03.2019	2304780825283178800
31.03.2019	2539064044589823500
01.04.2019	3767879579118232000
02.04.2019	2982292120557248000
03.04.2019	5740583082484713000
04.04.2019	-2087287583226220500
05.04.2019	7935418917221579000
06.04.2019	4141980805755892000
07.04.2019	4079163545911002600
08.04.2019	4906574850021812000
09.04.2019	4244522281934964000
10.04.2019	3156779145385140000
11.04.2019	2811598482764580400
12.04.2019	2504249309788421000
13.04.2019	2495585569007259600
14.04.2019	2569728187003591000
15.04.2019	3214059068479173000
16.04.2019	2215256651352764200
17.04.2019	2738176575668817400
18.04.2019	2437369687460343000
19.04.2019	1767283361731541500
20.04.2019	2256128676409462500
21.04.2019	2638750852830303700
22.04.2019	3471648856917507600
23.04.2019	2603603245695761000
24.04.2019	2968173343786090500
25.04.2019	2569835313716440600
26.04.2019	2481482464685969000
27.04.2019	1987459261321014300
28.04.2019	2022587450156112000
29.04.2019	2647851816394808300
30.04.2019	1648759030699993000
01.05.2019	1114754122898939900
02.05.2019	1578137834157475000
03.05.2019	1523490716640150000
04.05.2019	2624567910413111300
05.05.2019	1661747911561167600
06.05.2019	1905267342221792500
07.05.2019	1556199990368245800
08.05.2019	1595721906882056000
09.05.2019	2177254012293997800
10.05.2019	1288751187246132500
11.05.2019	1476005220317479000
12.05.2019	2092933630197420000
13.05.2019	4134934159789321000
14.05.2019	3182634294449719000
15.05.2019	5243113286868653000
16.05.2019	5504975313822972000
17.05.2019	6509903519314888000
18.05.2019	2956426313950626300
19.05.2019	2816535170563823600
20.05.2019	2320896895649875000
21.05.2019	2658375796924406300
22.05.2019	2157427560615817000
23.05.2019	3205603125524989000
24.05.2019	3798859542281782000
25.05.2019	3628171339504089000
26.05.2019	2592945546839988700
27.05.2019	3331225466924009000
28.05.2019	3369758728587624400
29.05.2019	2014583960667472400
30.05.2019	3832085010197705700
31.05.2019	2539753350945192400
01.06.2019	4673307412770508000
02.06.2019	3646445458129142000
03.06.2019	6096572582443172000
04.06.2019	-6419157174877786000
05.06.2019	2433805128349620700
06.06.2019	1857727474724824800
07.06.2019	2306178826380252000
08.06.2019	2371427685972542000
09.06.2019	2690632962651107000
10.06.2019	2709794875192236000
11.06.2019	2338219156510369000
12.06.2019	3507689027567594000
13.06.2019	2436992239844442600
14.06.2019	1417796635156333800
15.06.2019	2147412663594739700
16.06.2019	2306770912250520000
17.06.2019	2767866279707961300
18.06.2019	2223199618832783600
19.06.2019	2237464442584061000
20.06.2019	1707376729910799600
21.06.2019	2100550895073919700
22.06.2019	3681568401468797000
23.06.2019	1746895249509143800
24.06.2019	3015948505204111000
25.06.2019	3349410610800733700
26.06.2019	4641321211629492000
27.06.2019	3449895919555196400
28.06.2019	5550495570651152000
29.06.2019	1657028036718357800
30.06.2019	1538919478901176600
01.07.2019	2732130077531636000
02.07.2019	2557675083329579000
03.07.2019	1830710714313031400
04.07.2019	2053008212354560500
05.07.2019	-1486527946060589000
06.07.2019	9071704100140253000
07.07.2019	-7242216267594082000
08.07.2019	-6548701567319863000
09.07.2019	-7427074121341796000
10.07.2019	5843947460059061000
11.07.2019	2836115657948144000
12.07.2019	2609590975379721700
13.07.2019	1525838359234521900
14.07.2019	1809383745055646700
15.07.2019	2349296310804060000
16.07.2019	1818267315493843000
17.07.2019	2335343731948777000
18.07.2019	2257823679906435600
19.07.2019	1421917556444380000
20.07.2019	1232738232591878700
21.07.2019	927202631615334900
22.07.2019	983127324819373300
23.07.2019	996109953894507100
24.07.2019	1442822060581318100
25.07.2019	1156268400216016600
26.07.2019	938607344679037600
27.07.2019	1461312656827120400
28.07.2019	1320909505684745500
29.07.2019	1279351094398828500
30.07.2019	1114241678548070500
31.07.2019	1735476590709374200
01.08.2019	1138838704597275500
02.08.2019	960935171602260400
03.08.2019	890606894228214300
04.08.2019	1578015475730896400
05.08.2019	1427531403203039000
06.08.2019	1861118970417699300
07.08.2019	1693242374586731500
08.08.2019	1633281924221359400
09.08.2019	1724904772495775000
10.08.2019	1058062140715424900
11.08.2019	1213362438227999000
12.08.2019	879650383197056300
13.08.2019	942628552980239400
14.08.2019	1056803020068857000
15.08.2019	1087456248876849500
16.08.2019	874170638034262900
17.08.2019	758487021286477800
18.08.2019	1129878648632501900
19.08.2019	1199923696772573200
20.08.2019	851169062815845100
21.08.2019	1126808459882356600
22.08.2019	980486479429736400
23.08.2019	963606305646839300
24.08.2019	874853481574043600
25.08.2019	936377645526243200
26.08.2019	686809867575590800
27.08.2019	973409146482752500
28.08.2019	762231209678478000
29.08.2019	1123140531254337400
30.08.2019	1323475388766262000
31.08.2019	769016480796208100
01.09.2019	725801105630821000
02.09.2019	994762474056026900
03.09.2019	1212486018235313000
04.09.2019	785614983805915500
05.09.2019	1151378630813916200
06.09.2019	651232966315492200
07.09.2019	516384224299052500
08.09.2019	591451241418774800
09.09.2019	945398456557771900
10.09.2019	545464934271004540
11.09.2019	817320142939063400
12.09.2019	717065545710273800
13.09.2019	572576853001668500
14.09.2019	431891546240169660
15.09.2019	830729927577247900
16.09.2019	1058478612872613200
17.09.2019	962723777478156800
18.09.2019	1623735611307037200
19.09.2019	752395847684381600
20.09.2019	789204473127269100
21.09.2019	1109684308515440000
22.09.2019	663955729879107100
23.09.2019	1261271697282093600
24.09.2019	1096771469503987300
25.09.2019	1231963984941696000
26.09.2019	1170405319461857800
27.09.2019	853744238153902200
28.09.2019	561923719514877440
29.09.2019	1043080473178165800
30.09.2019	1583106762554598400
01.10.2019	682732061163026800
02.10.2019	1255171803626296800
03.10.2019	605494469608987100
04.10.2019	513806259046366850
05.10.2019	552581249195646460
06.10.2019	416399793163361150
07.10.2019	546714502322342140
08.10.2019	728145871586568600
09.10.2019	674105948737747800
10.10.2019	440898286500160960
11.10.2019	621071041453098600
12.10.2019	721452878664213800
13.10.2019	2687023014955249700
14.10.2019	2409609721492807000
15.10.2019	2159177425918559200
16.10.2019	3038524474664295400
17.10.2019	4848469347867366000
18.10.2019	2340220316490450000
19.10.2019	1429885037157250800
20.10.2019	1291075937322533400
21.10.2019	2498145518695318000
22.10.2019	1624865957278164200
23.10.2019	1052058583148518800
24.10.2019	1126431648945974300
25.10.2019	1310043218779972000
26.10.2019	1273600979317476600
27.10.2019	848530710558779400
28.10.2019	2117113049804866300
29.10.2019	1336134406874803700
30.10.2019	1532591855639989800
31.10.2019	988655106524301600
01.11.2019	994083407655136000
02.11.2019	616628767949474300
03.11.2019	524765985871615100
04.11.2019	678348866872376800
05.11.2019	775497155989416000
06.11.2019	917960083287061100
07.11.2019	1473312686286763300
08.11.2019	1280749324998230000
09.11.2019	1849456161839922000
10.11.2019	1569093531135730200
11.11.2019	1051879658299102700
12.11.2019	1100946656659730300
13.11.2019	985003310276996200
14.11.2019	794155099201534000
15.11.2019	660595978856330500
16.11.2019	1236815382814675000
17.11.2019	777311652481842200
18.11.2019	810136397668686200
19.11.2019	759875839586766100
20.11.2019	677533326625620700
21.11.2019	801599830423171000
22.11.2019	1105733036781293400
23.11.2019	659552883771767900
24.11.2019	595830040543832400
25.11.2019	809670603006993700
26.11.2019	764592044544507800
27.11.2019	788406545406036400
28.11.2019	766009132195812200
29.11.2019	909621525068763800
30.11.2019	579957709463673100
01.12.2019	767436082920531600
02.12.2019	1483804106483583500
03.12.2019	906594970203789600
04.12.2019	861120845303064700
05.12.2019	626669413959221600
06.12.2019	797376458346137500
07.12.2019	667495706344303700
08.12.2019	646957864212849200
09.12.2019	865210594615260500
10.12.2019	764002305844721500
11.12.2019	894903297533248100
12.12.2019	751624109238652400
13.12.2019	1012998610627583900
14.12.2019	870847742097740700
15.12.2019	770052602052527200
16.12.2019	803010063893796200
17.12.2019	1529568331725011000
18.12.2019	1879471956549350000
19.12.2019	1315868147969345000
20.12.2019	1355414342967015000
21.12.2019	1722737521696364800
22.12.2019	1218065329181682700
23.12.2019	1327317253370790700
24.12.2019	602424179457501800
25.12.2019	529933354845082500
26.12.2019	908398495471235500
27.12.2019	742790424108582800
28.12.2019	721235030689129600
29.12.2019	580500839538460000
30.12.2019	590660743954097800
31.12.2019	703209664705310800
01.01.2020	418986285876848060
02.01.2020	1107637735643261200
03.01.2020	1007253077441453200
04.01.2020	795521453829611600
05.01.2020	646180141587063900
06.01.2020	918440058852314000
07.01.2020	1504328938998643200
08.01.2020	1416941039265340700
09.01.2020	817150526827240000
10.01.2020	933099753428860800
11.01.2020	731986200752508800
12.01.2020	1887947612615688700
13.01.2020	749807070434774400
14.01.2020	1202982111758874600
15.01.2020	1363277285388575700
16.01.2020	888680476889361300
17.01.2020	1374980437379522600
18.01.2020	1319169635713930000
19.01.2020	1198184450967108600
20.01.2020	972243067006543200
21.01.2020	1226999899568711000
22.01.2020	1066897197708362900
23.01.2020	977790344078597200
24.01.2020	1104401627151888800
25.01.2020	585278803192656300
26.01.2020	840087046514436700
27.01.2020	1959654129856266800
28.01.2020	1251670792675261700
29.01.2020	1389028764050321700
30.01.2020	821347623307666200
31.01.2020	778167311536715900
01.02.2020	1102025972267557000
02.02.2020	963257414799614100
03.02.2020	938434094036040600
04.02.2020	866503921712135800
05.02.2020	1335374124947000800
06.02.2020	807329990208944000
07.02.2020	847982507782507100
08.02.2020	2480868311499329000
09.02.2020	2734825218804759600
10.02.2020	1609749751787699700
11.02.2020	1179513647099804000
12.02.2020	1435499861658267100
13.02.2020	1317191984802698200
14.02.2020	1232792070666085400
15.02.2020	1148151531362507400
16.02.2020	703581321575273900
17.02.2020	610234566940325100
18.02.2020	904003154988461200
19.02.2020	697815620604579600
20.02.2020	768384772880113300
21.02.2020	1136055261797680900
22.02.2020	1065479159826656900
23.02.2020	1126126234915531400
24.02.2020	1152506324031233000
25.02.2020	854103741841631600
26.02.2020	1662385427065034800
27.02.2020	685515645514671200
28.02.2020	578441840525270800
29.02.2020	962190742048703200
01.03.2020	533570223059409500
02.03.2020	685330299280813600
03.03.2020	1130539625901273600
04.03.2020	909346265092638000
05.03.2020	701151044993207000
06.03.2020	652482358663901300
07.03.2020	519409325487087000
08.03.2020	508117505311144200
09.03.2020	952515536179613700
10.03.2020	1621553044762191000
11.03.2020	781152643546438800
12.03.2020	1819342506019109600
13.03.2020	1802396288927125500
14.03.2020	846984127448459600
15.03.2020	583436849052649900
16.03.2020	732454659749061200
17.03.2020	990025343290400800
18.03.2020	806437008545874600
19.03.2020	840859459046883700
20.03.2020	695805224079721200
21.03.2020	816003166994933400
22.03.2020	773834469766842900
23.03.2020	677098681375689700
24.03.2020	900521700180075600
25.03.2020	654254297158150800
26.03.2020	539705614910214140
27.03.2020	647751563477780000
28.03.2020	538477485720405200
29.03.2020	675782588209422700
30.03.2020	426375967060428740
31.03.2020	505872674364234100
01.04.2020	472615017890713300
02.04.2020	595016071705900000
03.04.2020	688785760102614100
04.04.2020	419630201733435600
05.04.2020	388952893983825340
06.04.2020	493048701983621950
07.04.2020	513859395103030400
08.04.2020	521618441921891840
09.04.2020	473183122820546700
10.04.2020	859924628270509200
11.04.2020	460164644555074370
12.04.2020	564372688475760260
13.04.2020	865526657589575300
14.04.2020	445850335137239100
15.04.2020	507976103585024260
16.04.2020	584657724306024200
17.04.2020	444537813524806000
18.04.2020	473462476359205250
19.04.2020	419962851388581400
20.04.2020	630696305379443500
21.04.2020	554228005919280960
22.04.2020	599717925651288000
23.04.2020	935633648137726200
24.04.2020	587803243325722400
25.04.2020	514579590752521100
26.04.2020	2902231930288012000
27.04.2020	1011174633565659800
28.04.2020	828108635392707700
29.04.2020	1114861519208025100
30.04.2020	1614642037815500800
01.05.2020	698059920234446000
02.05.2020	621182517527342200
03.05.2020	855816104448695400
04.05.2020	796950271860113700
05.05.2020	722266720920577500
06.05.2020	1201825262062099500
07.05.2020	1681033401001943600
08.05.2020	1129123120007909400
09.05.2020	684341763457782300
10.05.2020	948515954346926600
11.05.2020	1163056742526558000
12.05.2020	887107539329965700
13.05.2020	918653003629233000
14.05.2020	927706937966502300
15.05.2020	1048476849913319300
16.05.2020	1043241408997125900
17.05.2020	806166522281217700
18.05.2020	823570627427818200
19.05.2020	861417679532939500
20.05.2020	892778673743654300
21.05.2020	662940627543528300
22.05.2020	844472206923541500
23.05.2020	586449634833959400
24.05.2020	1037189772378182400
25.05.2020	1462451836750253000
26.05.2020	788584820165810600
27.05.2020	1534356565286445300
28.05.2020	1307787732687353900
29.05.2020	878237833605867300
30.05.2020	873543085751905400
31.05.2020	1202664247803312600
01.06.2020	1598422110199061800
02.06.2020	2302682303156204000
03.06.2020	1261041047387636500
04.06.2020	1867111802550904800
05.06.2020	1429177259490823400
06.06.2020	1233002652778264000
07.06.2020	1553004180821334500
08.06.2020	1295604967928512000
09.06.2020	1938092505238122200
10.06.2020	1238523102892621000
11.06.2020	1219564081512831700
12.06.2020	1388175657638693600
13.06.2020	2608562314719621600
14.06.2020	1955955968620842500
15.06.2020	3958431430861115400
16.06.2020	1480931541841508400
17.06.2020	1548284245342761200
18.06.2020	1464339327226539500
19.06.2020	1283538355806592300
20.06.2020	1158771879524871000
21.06.2020	1065636490128063000
22.06.2020	1647096773698097400
23.06.2020	1943641134430014200
24.06.2020	3773794935189283000
25.06.2020	1841604532653988600
26.06.2020	1492065902540413400
27.06.2020	1423445439143491600
28.06.2020	1379905945567948000
29.06.2020	1623987924768664300
30.06.2020	3143879882216517600
01.07.2020	1689884171316700000
02.07.2020	1625062165650768000
03.07.2020	1646875439397937400
04.07.2020	1688865275265866200
05.07.2020	1527324336494432000
06.07.2020	2423234842690808000
07.07.2020	6306695121304366000
08.07.2020	377656773896740160
09.07.2020	-8946527612943213000
10.07.2020	7097997817829178000
11.07.2020	3287203648943340500
12.07.2020	2064503082678340000
13.07.2020	4262433027694080500
14.07.2020	2490806946210284500
15.07.2020	2073815942700130300
16.07.2020	2632994314882498600
17.07.2020	2118620974789858600
18.07.2020	2769482511215269000
19.07.2020	2724733673854064000
20.07.2020	2563654500553263000
21.07.2020	1866450330125885200
22.07.2020	2567275755848945000
23.07.2020	2348740146192499700
24.07.2020	2378145862633601500
25.07.2020	3122406694780589000
26.07.2020	2460906405154091500
27.07.2020	3188711473030967000
28.07.2020	2833773135275430400
29.07.2020	2588358847944087600
30.07.2020	2963508996966114000
31.07.2020	3786201759620760000
01.08.2020	2460000055598685700
02.08.2020	1800443434259249200
03.08.2020	4041014778452479000
04.08.2020	2175452570544976400
05.08.2020	2425825765479415000
06.08.2020	2306208035964766000
07.08.2020	2154181989373439700
08.08.2020	2377134788552122000
09.08.2020	2434232660038979600
10.08.2020	2311746245169476000
11.08.2020	2971244187573162500
12.08.2020	3622494588813649000
13.08.2020	2952787867525658000
14.08.2020	2618121751472294000
15.08.2020	2569887647387664400
16.08.2020	2595809419044515000
17.08.2020	3656862547948906500
18.08.2020	2772649559778725000
19.08.2020	3291392512059553300
20.08.2020	4946579463381339000
21.08.2020	3470458581808837000
22.08.2020	5159865261863765000
23.08.2020	4384168455695927000
24.08.2020	5802197696611805000
25.08.2020	6415278057041929000
26.08.2020	5709189086157085000
27.08.2020	5203700344218699000
28.08.2020	5011089497034453000
29.08.2020	4696113039616401000
30.08.2020	4440514938728599600
31.08.2020	5487028838387833000
01.09.2020	4815251866850500000
02.09.2020	5632217198813882000
03.09.2020	5524586964656995000
04.09.2020	6603759111489568000
05.09.2020	6271792633598311000
06.09.2020	6338240051735016000
07.09.2020	5485987011926606000
08.09.2020	4992751109751081000
09.09.2020	6368116757526736000
10.09.2020	6981640166959121000
11.09.2020	5233094356759974000
12.09.2020	7013493197698858000
13.09.2020	5476940468614517000
14.09.2020	6127024283293515000
15.09.2020	5149631025284542000
16.09.2020	2447479900794373000
17.09.2020	6324031515170698000
18.09.2020	1048899757332840100
19.09.2020	920605008786655000
20.09.2020	576007702282940400
21.09.2020	2218845221607864300
22.09.2020	2992560800758874000
23.09.2020	3287752191273849000
24.09.2020	3045501816785143300
25.09.2020	2739564480157884400
26.09.2020	1804342477855586800
27.09.2020	3232287709862800400
28.09.2020	2250580270299108900
29.09.2020	2242232549187854000
30.09.2020	1474915421274683600
01.10.2020	3323673088748448300
02.10.2020	2539999563902398500
03.10.2020	2660277884144471600
04.10.2020	1573538373711980000
05.10.2020	1251935686003783700
06.10.2020	1438218343470763500
07.10.2020	1369132097098711800
08.10.2020	1395571091059734500
09.10.2020	2044448231285295900
10.10.2020	2717632664767376400
11.10.2020	1168184787069656600
12.10.2020	2892933730695974400
13.10.2020	1724504786297814800
14.10.2020	2102415136588834800
15.10.2020	1607560316085076000
16.10.2020	1256194181448628500
17.10.2020	1073601554188438100
18.10.2020	679492655511301800
19.10.2020	933189511760694800
20.10.2020	1255700359797659400
21.10.2020	1022337006426159000
22.10.2020	819623297949864000
23.10.2020	777448361440630100
24.10.2020	824041776713017700
25.10.2020	932634964570553700
26.10.2020	1833681727716746200
27.10.2020	1106030708311868400
28.10.2020	923332633482602900
29.10.2020	996094908557540200
30.10.2020	1064141904972028400
31.10.2020	694693003999715600
01.11.2020	830706863319163800
02.11.2020	952399626154388600
03.11.2020	1648110260990548500
04.11.2020	645131472133836200
05.11.2020	787803428189209100
06.11.2020	891333907266491900
07.11.2020	1195339300782671600
08.11.2020	719606161040642200
09.11.2020	1558547922134862000
10.11.2020	1116633121395568400
11.11.2020	1088109097385546500
12.11.2020	892124564948634000
13.11.2020	1592162559359790800
14.11.2020	708052704987270900
15.11.2020	672274660569052500
16.11.2020	1428805148219388700
17.11.2020	1431518208805336600
18.11.2020	1264985428778218200
19.11.2020	1297376164226595600
20.11.2020	1469632412114742800
21.11.2020	1840538108573384400
22.11.2020	1045386996764356900
23.11.2020	792321953503914800
24.11.2020	2656807693601057000
25.11.2020	1565977732071127600
26.11.2020	2329661436486743600
27.11.2020	2298703679496474000
28.11.2020	1037766803792484900
29.11.2020	746792888428418400
30.11.2020	1395912376264731100
01.12.2020	1389113235243011300
02.12.2020	739138578710268700
03.12.2020	837098441696001800
04.12.2020	741421000579231900
05.12.2020	523999493354468160
06.12.2020	438767856986052860
07.12.2020	702357148434632700
08.12.2020	632280652948641400
09.12.2020	815018796873278800
10.12.2020	691741997423105500
11.12.2020	507262274166794200
12.12.2020	554508448832308100
13.12.2020	651673385831673200
14.12.2020	935239791240648400
15.12.2020	777895650635678200
16.12.2020	721924040150741900
17.12.2020	3601209214204124700
18.12.2020	1487252556274555600
19.12.2020	1685261003242280400
20.12.2020	5009361385249835000
21.12.2020	6172748073988556000
22.12.2020	3753941823239174000
23.12.2020	3272209862183346700
24.12.2020	1346274612115943700
25.12.2020	1866161052134048800
26.12.2020	2290290246011910000
27.12.2020	2261816093380329000
28.12.2020	1834434682282258400
29.12.2020	2422298736528162000
30.12.2020	2947353156180311000
31.12.2020	2219622102990516700
01.01.2021	2580924741818849000
02.01.2021	32201202979027030
03.01.2021	-1821870137607999500
04.01.2021	-6366204293197703000
05.01.2021	-8443772623840639000
06.01.2021	5242828356054065000
07.01.2021	5233693901930576000
08.01.2021	5653525020961670000
09.01.2021	3098548617954952700
10.01.2021	2431109199638159400
11.01.2021	8343608695911845000
12.01.2021	4061342453558126000
13.01.2021	2329235286875254000
14.01.2021	4027980644885640000
15.01.2021	4381408879637332500
16.01.2021	1897260745344051000
17.01.2021	1777959758476688600
18.01.2021	1957485791254444300
19.01.2021	1915978674781648100
20.01.2021	2833045270411699700
21.01.2021	1731198254865044200
22.01.2021	1620858175627909400
23.01.2021	1122087333819878900
24.01.2021	888215675431420300
25.01.2021	2944016823294184000
26.01.2021	1229451947596360200
27.01.2021	6027607960479489000
28.01.2021	6132117961584843000
29.01.2021	1790576037594073600
30.01.2021	-2051184781401604000
31.01.2021	-6497419646924956000
01.02.2021	4721128507723046000
02.02.2021	-3974002091732955000
03.02.2021	6306433688854484000
04.02.2021	-8514558195980945000
05.02.2021	8589824937330954000
06.02.2021	4155419295621179400
07.02.2021	7967020077298674000
08.02.2021	-3254529990848897000
09.02.2021	6091477710795915000
10.02.2021	6119752754700147000
11.02.2021	4113285369589462000
12.02.2021	7018438031367647000
13.02.2021	3142375258834434600
14.02.2021	5678477096629437000
15.02.2021	4412482015542761500
16.02.2021	3152397476175812600
17.02.2021	3205845076248160000
18.02.2021	3433182421966829000
19.02.2021	4193743686992653000
20.02.2021	4353822913985426400
21.02.2021	2407349239019198500
22.02.2021	3102852510814844000
23.02.2021	4076396355693093000
24.02.2021	5353646192725598000
25.02.2021	3392993931170801000
26.02.2021	3908248009754195500
27.02.2021	3529270220917761000
28.02.2021	1787371735626620700
01.03.2021	1778873277838049000
02.03.2021	2827613922410656300
03.03.2021	3513718865735959600
04.03.2021	3105053662915676000
05.03.2021	3089245960548945000
06.03.2021	3345563614129241000
07.03.2021	2879510794285367000
08.03.2021	4306401276586993700
09.03.2021	4013976588637900300
10.03.2021	2727661219864878000
11.03.2021	1996716913090008800
12.03.2021	1936910612818410000
13.03.2021	2686561571180194000
14.03.2021	2107088108105415000
15.03.2021	1743232746359498800
16.03.2021	1620537117472896800
17.03.2021	2204545660123716000
18.03.2021	1965339595705097700
19.03.2021	1737589718279778600
20.03.2021	1773491950926331400
21.03.2021	1413801042087168300
22.03.2021	1932212250953591300
23.03.2021	1990490919607743700
24.03.2021	1665821077799393800
25.03.2021	1578545432736599000
26.03.2021	1472482495632398600
27.03.2021	1099643072023575800
28.03.2021	1395739562938103300
29.03.2021	1172253951085862000
30.03.2021	1704635954634818600
31.03.2021	1876735592914886700
01.04.2021	5058705949665457000
02.04.2021	2469607159754559000
03.04.2021	2068615048980276500
04.04.2021	2184601612913963300
05.04.2021	2502365429264219600
06.04.2021	2433689298895726600
07.04.2021	3244609146833550000
08.04.2021	2810145730812728300
09.04.2021	2230047036923160000
10.04.2021	2833236337238095000
11.04.2021	5763113207922993000
12.04.2021	3807693481883707000
13.04.2021	5389529350890955000
14.04.2021	8648100649408471000
15.04.2021	-8812066239582253000
16.04.2021	736866239248535700
17.04.2021	8759899214074854000
18.04.2021	-9178005643938578000
19.04.2021	-5947628454980305000
20.04.2021	-7773141048714961000
21.04.2021	7910362561821831000
22.04.2021	-8348541824465371000
23.04.2021	-6966348678414514000
24.04.2021	4936705279302055000
25.04.2021	6500810043024158000
26.04.2021	8767880889177852000
27.04.2021	5071547074619514000
28.04.2021	-8734309066682065000
29.04.2021	-8873231751043996000
30.04.2021	6911252864922938000
01.05.2021	7266872299801892000
02.05.2021	5013062582720488000
03.05.2021	5419962737156017000
04.05.2021	-5487575505266618000
05.05.2021	-4733290571710810000
06.05.2021	7479204115140228000
07.05.2021	7987186523862130000
08.05.2021	4819177249952634000
09.05.2021	-5418515496595139000
10.05.2021	7580517559358537000
11.05.2021	7886537991979191000
12.05.2021	7178539177172772000
13.05.2021	8764508232776734000
14.05.2021	8102225897863627000
15.05.2021	3836240335027229700
16.05.2021	6975863206932485000
17.05.2021	4883772770893404000
18.05.2021	4107985512274439700
19.05.2021	7125903918162835000
20.05.2021	6399659890504332000
21.05.2021	3926204397759661600
22.05.2021	4410956170097929700
23.05.2021	-7767406913106737000
24.05.2021	8732263787336173000
25.05.2021	4618718379949332000
26.05.2021	1874778926341388800
27.05.2021	3783657072308128000
28.05.2021	3127046863776796000
29.05.2021	2490414833894219000
30.05.2021	3634367904964381000
31.05.2021	4063430589390467000
01.06.2021	4639277670467870000
02.06.2021	4850724436683865000
03.06.2021	-5688650487249918000
04.06.2021	6791814015919156000
05.06.2021	1804910486259723300
06.06.2021	1804655442472981200
07.06.2021	2634112643394253300
08.06.2021	3084462724888686600
09.06.2021	3819986368402731500
10.06.2021	2961895821796693500
11.06.2021	2258142121920076800
12.06.2021	2463041322497446000
13.06.2021	2787830308400182300
14.06.2021	1705254020254952000
15.06.2021	2391046949028079000
16.06.2021	2677104945574507500
17.06.2021	2076948243839671000
18.06.2021	3040616339215472600
19.06.2021	2741506230036930000
20.06.2021	2732224810780531000
21.06.2021	5187936580526805000
22.06.2021	5640690978933922000
23.06.2021	2242633033126248200
24.06.2021	1391338160859545900
25.06.2021	1694729415130547200
26.06.2021	990415132380457100
27.06.2021	1098269412083027100
28.06.2021	1112191852893679100
29.06.2021	1823604430585438700
30.06.2021	2995111614084404700
01.07.2021	945256314015645800
02.07.2021	1112276071268511200
03.07.2021	1510385931129032700
04.07.2021	1292219149118773200
05.07.2021	1585238317614723000
06.07.2021	6347581943538758000
07.07.2021	7488322750127660000
08.07.2021	8225495561399718000
09.07.2021	6540690181707103000
10.07.2021	5729899996766686000
11.07.2021	4770805600457576000
12.07.2021	4619241735679138000
13.07.2021	5887514467097425000
14.07.2021	5811495172392251000
15.07.2021	4746551318477341000
16.07.2021	6585197830802993000
17.07.2021	4677709474080693000
18.07.2021	4213956140630159400
19.07.2021	4312417210925550600
20.07.2021	4577634782862094300
21.07.2021	3951487776992117000
22.07.2021	3339356770511405000
23.07.2021	3906786863512219000
24.07.2021	3650123490588474400
25.07.2021	2917222209905362400
26.07.2021	4349700774868336600
27.07.2021	3432555271782446600
28.07.2021	3601541574412298000
29.07.2021	3670990482641705000
30.07.2021	2631791517066467300
31.07.2021	2302419968816730000
01.08.2021	2201621951224130000
02.08.2021	2050734423885667600
03.08.2021	2538513663665442000
04.08.2021	2201827100470107000
05.08.2021	1295116281369842200
06.08.2021	935694887092336100
07.08.2021	1325680889447127300
08.08.2021	3919576810566951400
09.08.2021	2874913924144781300
10.08.2021	2616305882044374000
11.08.2021	1565747553144645400
12.08.2021	2201343867913084400
13.08.2021	1059898432623915100
14.08.2021	2557109485601855000
15.08.2021	2016584847012511700
16.08.2021	2214963692621687000
17.08.2021	3668728703911697000
