Time	sum(Output total – Blocks (DOGE)) – Dogecoin
22.06.2016	1904631486900598000
23.06.2016	2295451755142688000
24.06.2016	1905045969991719000
25.06.2016	1626676406157701600
26.06.2016	1720724452533087700
27.06.2016	894238075869278800
28.06.2016	1880842901410064600
29.06.2016	3015997334774243000
30.06.2016	2543287543038166000
01.07.2016	2097460630802944000
02.07.2016	1150383705236369200
03.07.2016	1535567479968247300
04.07.2016	1706733082328558800
05.07.2016	2034211934961902300
06.07.2016	2252765143590515200
07.07.2016	1443690925402110000
08.07.2016	1571895197286599000
09.07.2016	1337481024007607800
10.07.2016	1708768240540637400
11.07.2016	1826557808104793600
12.07.2016	2234923964580218000
13.07.2016	1401540204913265700
14.07.2016	1402075031073849300
15.07.2016	946064839584238800
16.07.2016	673088505539833500
17.07.2016	1511208258802717200
18.07.2016	2008074996357571600
19.07.2016	3469069998553247000
20.07.2016	2400585817274550300
21.07.2016	2832097600194350000
22.07.2016	2327659021164578300
23.07.2016	4045773642436666000
24.07.2016	2537159011969892000
25.07.2016	2031200232281845200
26.07.2016	1607738806572311000
27.07.2016	1282305615072881200
28.07.2016	636672810083027100
29.07.2016	701894373418294900
30.07.2016	1019631413196019200
31.07.2016	519332108772552600
01.08.2016	864027685913736400
02.08.2016	872213854382125300
03.08.2016	854929395897103400
04.08.2016	979860869571800000
05.08.2016	629643407495572600
06.08.2016	771629844956294000
07.08.2016	5076709159667542000
08.08.2016	670020509675634800
09.08.2016	782281392162021400
10.08.2016	872984561571642100
11.08.2016	689325781294098300
12.08.2016	1170063793973287700
13.08.2016	1017160890484589200
14.08.2016	1143211749907606700
15.08.2016	1010123124470768900
16.08.2016	2112644278914358500
17.08.2016	1306901503123166500
18.08.2016	910918772214171300
19.08.2016	945733372171146000
20.08.2016	940274871199536400
21.08.2016	989641032039927700
22.08.2016	1169860191829435000
23.08.2016	1395515764929463800
24.08.2016	968799647595704300
25.08.2016	923385289896625000
26.08.2016	728731129080531800
27.08.2016	798311066963733200
28.08.2016	720927438938471000
29.08.2016	731398703490175900
30.08.2016	561105289813898750
31.08.2016	558996543187622100
01.09.2016	555342714622489500
02.09.2016	456245521265261760
03.09.2016	499100233976015550
04.09.2016	534721177752254200
05.09.2016	638539127203364100
06.09.2016	832546107010316700
07.09.2016	928873445470974700
08.09.2016	791780494296001500
09.09.2016	840529414051125900
10.09.2016	559241851070985900
11.09.2016	889713989689668500
12.09.2016	585399640743292000
13.09.2016	485847337159347000
14.09.2016	805782371091890800
15.09.2016	977628331129534500
16.09.2016	1509704284740586500
17.09.2016	793715945869742300
18.09.2016	528332364515138050
19.09.2016	655336142627521900
20.09.2016	720056727188383000
21.09.2016	952379975568728600
22.09.2016	766882638191658200
23.09.2016	1304579467417112300
24.09.2016	687372131973550300
25.09.2016	798016665685096300
26.09.2016	859259619428609400
27.09.2016	880086687174874600
28.09.2016	864730070247647700
29.09.2016	684456189079870500
30.09.2016	1716360084734466600
01.10.2016	789923240417550800
02.10.2016	913258897846956300
03.10.2016	807813743930782100
04.10.2016	881418844718998800
05.10.2016	523801537240458300
06.10.2016	675183816716205700
07.10.2016	631275431275248100
08.10.2016	969632686983662200
09.10.2016	706280318725149300
10.10.2016	531425041195015740
11.10.2016	1169085566506648800
12.10.2016	856244582167695600
13.10.2016	626132149036273000
14.10.2016	744928731413005700
15.10.2016	660798086370551900
16.10.2016	1143635539339030800
17.10.2016	1234238048355518000
18.10.2016	926811525254517500
19.10.2016	1049576773436934900
20.10.2016	1102713212202916400
21.10.2016	542697884557519200
22.10.2016	604285974086810200
23.10.2016	961575594529540700
24.10.2016	697287751679600300
25.10.2016	757170036832097400
26.10.2016	1012923095411824400
27.10.2016	863574759632069900
28.10.2016	740735790288927200
29.10.2016	3640120507278247400
30.10.2016	816491963497516800
31.10.2016	1070344071501334800
01.11.2016	834595915944148400
02.11.2016	542193319981842500
03.11.2016	520800658279732000
04.11.2016	399890312858608450
05.11.2016	382772105661335230
06.11.2016	339674418106176260
07.11.2016	3713713642825465300
08.11.2016	850013661038866400
09.11.2016	953716759811183700
10.11.2016	776290173790428800
11.11.2016	610172924795845000
12.11.2016	483608415430554050
13.11.2016	554878829183211650
14.11.2016	831764526943473900
15.11.2016	683249216509151200
16.11.2016	685454834901237100
17.11.2016	779958874167414300
18.11.2016	782655581152126100
19.11.2016	573599899787613100
20.11.2016	718994435732083100
21.11.2016	769685768544430000
22.11.2016	878679732414182300
23.11.2016	744054122543497000
24.11.2016	645685526317261300
25.11.2016	541805118440579100
26.11.2016	661462328380844900
27.11.2016	504204234953764860
28.11.2016	881063962979361200
29.11.2016	503079950466629800
30.11.2016	523760336813854100
01.12.2016	686866007486637600
02.12.2016	609620361996764800
03.12.2016	741455764640794500
04.12.2016	608899282889491200
05.12.2016	839018243459731800
06.12.2016	541463109904488100
07.12.2016	535412230568474100
08.12.2016	782165832818033300
09.12.2016	614919376936586800
10.12.2016	907940759144448300
11.12.2016	842433665915985000
12.12.2016	714181287230452000
13.12.2016	873473355678838100
14.12.2016	634457442123983600
15.12.2016	775339063670201300
16.12.2016	846965375486850400
17.12.2016	1276361376954075600
18.12.2016	861997500026347500
19.12.2016	1361254403561598200
20.12.2016	530026530208058900
21.12.2016	550783770147143200
22.12.2016	588737800006910600
23.12.2016	514722677566692030
24.12.2016	701415456802166100
25.12.2016	694233396109883900
26.12.2016	939440262921925800
27.12.2016	506134429963712000
28.12.2016	638307900157969900
29.12.2016	807567037051577100
30.12.2016	489431911249621200
31.12.2016	571687523505605950
01.01.2017	692617734965268600
02.01.2017	501576174182435460
03.01.2017	551481861405263940
04.01.2017	1427779690777564400
05.01.2017	1044158537337460100
06.01.2017	1348083911926769200
07.01.2017	827844389173417000
08.01.2017	646293838099816300
09.01.2017	964581525441795000
10.01.2017	1398288443114288000
11.01.2017	2594044266004736500
12.01.2017	2082385041027008300
13.01.2017	2230238249356124700
14.01.2017	1240735394495001600
15.01.2017	1242864083663882800
16.01.2017	792137494205555300
17.01.2017	728348755576599400
18.01.2017	616852059883950600
19.01.2017	541567339760749900
20.01.2017	602358011246265100
21.01.2017	423903330456852500
22.01.2017	323537394801702200
23.01.2017	812982407581302000
24.01.2017	911121670589475300
25.01.2017	400138988932786750
26.01.2017	494542165472081150
27.01.2017	339024941809892100
28.01.2017	378563171470720800
29.01.2017	590677644566025700
30.01.2017	681209078688418400
31.01.2017	1214389292490192400
01.02.2017	686079191329389200
02.02.2017	573588528161982460
03.02.2017	816341657894511000
04.02.2017	804746486922600600
05.02.2017	717925708622562200
06.02.2017	1073900576074200300
07.02.2017	673773185494298600
08.02.2017	804026457129464400
09.02.2017	827478565823877600
10.02.2017	788054436159835600
11.02.2017	610593171844892700
12.02.2017	624826502895472900
13.02.2017	819282823061526900
14.02.2017	595796160791722800
15.02.2017	592225834423362700
16.02.2017	848892611681267100
17.02.2017	801907565988162000
18.02.2017	694738656195377700
19.02.2017	602455507161951500
20.02.2017	916085578876771600
21.02.2017	744912031171679500
22.02.2017	523552485698001540
23.02.2017	703665156583268500
24.02.2017	1004681407585678200
25.02.2017	639355277587679100
26.02.2017	714738133058856400
27.02.2017	897377251885061600
28.02.2017	876477660153469000
01.03.2017	780759882740357100
02.03.2017	938177957959387300
03.03.2017	963893699516219400
04.03.2017	686501215730968600
05.03.2017	603092231574255500
06.03.2017	482210655696868200
07.03.2017	576730452356010000
08.03.2017	733769280686385400
09.03.2017	521790977799922500
10.03.2017	2170022282037057800
11.03.2017	626913290071996500
12.03.2017	2770389042924205000
13.03.2017	3637658808303454000
14.03.2017	3671816694391930400
15.03.2017	2513688749496431000
16.03.2017	2805596757264184000
17.03.2017	811264191245687300
18.03.2017	973081429039217200
19.03.2017	1229041395536177400
20.03.2017	2957499469073940000
21.03.2017	1721072076534384000
22.03.2017	1415776639860616400
23.03.2017	1288786628195235600
24.03.2017	4227682728045083600
25.03.2017	1906889656255513900
26.03.2017	4184856709266626000
27.03.2017	1258310670708118300
28.03.2017	830344429557453800
29.03.2017	1186008372452564000
30.03.2017	1640511514746314800
31.03.2017	2164238477853027800
01.04.2017	1657759741037422000
02.04.2017	2080876995157202700
03.04.2017	-8582158534140010000
04.04.2017	2882033551578634000
05.04.2017	4589684467708214000
06.04.2017	1947239216245037300
07.04.2017	3405776773764280000
08.04.2017	1014400508554509600
09.04.2017	2668285202440661000
10.04.2017	1051767709902890900
11.04.2017	1057673916833039500
12.04.2017	1158131068114270500
13.04.2017	2446562576891674600
14.04.2017	4325926236217595000
15.04.2017	1243044081920003300
16.04.2017	1866616033883890200
17.04.2017	3902725811787604500
18.04.2017	1840712728076356600
19.04.2017	2117531048607245000
20.04.2017	2052827065267419100
21.04.2017	1015852622902251800
22.04.2017	589946211984568000
23.04.2017	3247341524491051500
24.04.2017	1155592191637469000
25.04.2017	1112591578249773200
26.04.2017	1995342774552915700
27.04.2017	1929380146366457900
28.04.2017	3537743450742682600
29.04.2017	5873916105047763000
30.04.2017	2794383869357917700
01.05.2017	2136481017507671600
02.05.2017	2069449797679538200
03.05.2017	2451488952632436700
04.05.2017	2169872648424804900
05.05.2017	3825731692819462000
06.05.2017	3481882852810615000
07.05.2017	-6211813018214328000
08.05.2017	-6744895532735613000
09.05.2017	-7509355545377012000
10.05.2017	-7375304734034248000
11.05.2017	5939415841703296000
12.05.2017	1662431273025910300
13.05.2017	6336717906406285000
14.05.2017	1703678832913705200
15.05.2017	2983383464637626400
16.05.2017	4525808978851275300
17.05.2017	5694971196448617000
18.05.2017	4502683750800038000
19.05.2017	3895725589012552700
20.05.2017	-8172293075777442000
21.05.2017	-6146482685894105000
22.05.2017	-8519077549130383000
23.05.2017	8342595536868953000
24.05.2017	-944717782020749300
25.05.2017	-5421920332847964000
26.05.2017	6739030687462634000
27.05.2017	3071629626749892000
28.05.2017	250787068892774700
29.05.2017	3064877169470085000
30.05.2017	3078473224683377700
31.05.2017	4930880438997160000
01.06.2017	3812566226539323000
02.06.2017	-4468441063579726000
03.06.2017	-4035878984969748500
04.06.2017	-7513922633474431000
05.06.2017	5447586323914335000
06.06.2017	3467666984828190700
07.06.2017	4706154928738606000
08.06.2017	5448234257084170000
09.06.2017	5448676092472878000
10.06.2017	3491737721143150000
11.06.2017	3261376921207194000
12.06.2017	7264423226552464000
13.06.2017	-8984424097367620000
14.06.2017	5564708262224637000
15.06.2017	4126730875294140000
16.06.2017	2978941090406264000
17.06.2017	2466401272137841700
18.06.2017	1572800899695187200
19.06.2017	1535273440212779800
20.06.2017	2250521590178391000
21.06.2017	2075521121739655400
22.06.2017	1339265985887557000
23.06.2017	1143394321419027000
24.06.2017	1158516224692682500
25.06.2017	2204888751436301600
26.06.2017	4411195462534935600
27.06.2017	3111888519272510500
28.06.2017	1953082814457192200
29.06.2017	1798828432523354000
30.06.2017	1685563208421847600
01.07.2017	1650490876004425000
02.07.2017	2014850847589389000
03.07.2017	1857288861931356400
04.07.2017	1612138372785929200
05.07.2017	2051901820932483600
06.07.2017	2625996534869655600
07.07.2017	2423660122899556000
08.07.2017	1519053016476061200
09.07.2017	784117261353040100
10.07.2017	1281589999129365800
11.07.2017	1981574722388586000
12.07.2017	1541718269515840000
13.07.2017	1069547426173167900
14.07.2017	850778123660662100
15.07.2017	2554946976943687000
16.07.2017	1627976490170594600
17.07.2017	1206770713744406500
18.07.2017	1501983682657262000
19.07.2017	1552801812494895600
20.07.2017	2347264194484725000
21.07.2017	4238852595928008700
22.07.2017	1669977592146730800
23.07.2017	3836023173444835300
24.07.2017	1006243944811474000
25.07.2017	1409253646007273200
26.07.2017	825833897821263500
27.07.2017	639371883015401200
28.07.2017	999619951040535200
29.07.2017	743941626442549500
30.07.2017	459148700453499200
31.07.2017	1248574106051570000
01.08.2017	1077701210388213500
02.08.2017	904785220342646100
03.08.2017	1338823283910675700
04.08.2017	1267374658771556900
05.08.2017	996838499263142700
06.08.2017	2012522968910265900
07.08.2017	1270314828264626400
08.08.2017	2151562952894029600
09.08.2017	970803899735276000
10.08.2017	1193842676521145000
11.08.2017	1289676239202890200
12.08.2017	1156733835876625400
13.08.2017	989456576416552400
14.08.2017	1189547306194222300
15.08.2017	1186857462308344300
16.08.2017	858596926375234600
17.08.2017	768956987426633300
18.08.2017	887697434573680900
19.08.2017	1072935042065328900
20.08.2017	702914317406599300
21.08.2017	687754054439894300
22.08.2017	1133962292476479600
23.08.2017	1113249505124609900
24.08.2017	1286648875735434200
25.08.2017	703901966344478000
26.08.2017	488457905760751170
27.08.2017	567479088113789400
28.08.2017	1092919366616511600
29.08.2017	1270110224685553400
30.08.2017	1903279844284322600
31.08.2017	716187425970943600
01.09.2017	1118933254831318000
02.09.2017	2813386243893747000
03.09.2017	878779489320721500
04.09.2017	1422777110192804000
05.09.2017	2082074715448388900
06.09.2017	2179988512092890000
07.09.2017	1686523920727132400
08.09.2017	3008911688479012000
09.09.2017	7386130422278940000
10.09.2017	6282900965170443000
11.09.2017	4367975168871750700
12.09.2017	1680896001504568300
13.09.2017	1942732694438271700
14.09.2017	7238624101014132000
15.09.2017	-526881094270672900
16.09.2017	3272281111837430300
17.09.2017	1929893755233342500
18.09.2017	2535495204505967000
19.09.2017	8199012690218968000
20.09.2017	-2603751852544418000
21.09.2017	6200440975051395000
22.09.2017	2944129715837000
23.09.2017	-3989709379767175000
24.09.2017	2626285556939279000
25.09.2017	3828394689110651000
26.09.2017	-6012210696330979000
27.09.2017	3549430495484305400
28.09.2017	-2032369784454213600
29.09.2017	7573406262811074000
30.09.2017	6605659698289189000
01.10.2017	6300083395018778000
02.10.2017	2427654251837715000
03.10.2017	2037786548093971000
04.10.2017	3191294605105675000
05.10.2017	3308096803012033000
06.10.2017	3254442161356188000
07.10.2017	2479583340780739000
08.10.2017	2429481329105613000
09.10.2017	2954320952147922400
10.10.2017	2823981673858908700
11.10.2017	2256169833847489000
12.10.2017	1889789966446760000
13.10.2017	2477920263860242000
14.10.2017	1820459974769432800
15.10.2017	1630307407473593000
16.10.2017	2757427145771448300
17.10.2017	2780837236890926600
18.10.2017	2605022254996008000
19.10.2017	2627373058362642400
20.10.2017	2460990874510099000
21.10.2017	2634870450158194000
22.10.2017	2546198028377746000
23.10.2017	2911983493476301300
24.10.2017	2632233092108333600
25.10.2017	2261991683781400800
26.10.2017	2418440487880372700
27.10.2017	1971093952638698800
28.10.2017	1674017938562373000
29.10.2017	2180860290538092300
30.10.2017	3481902169854399000
31.10.2017	2582868935582706700
01.11.2017	1608195516294603000
02.11.2017	1465064358935128300
03.11.2017	1402292112605153800
04.11.2017	1406443205481864200
05.11.2017	1706121546307365000
06.11.2017	1366950405019462100
07.11.2017	1877351260018262500
08.11.2017	1800459374101513000
09.11.2017	1796374956669659600
10.11.2017	1614541861829984000
11.11.2017	1862058778227617800
12.11.2017	1984216277071236900
13.11.2017	1721100794269244200
14.11.2017	1192090552264791800
15.11.2017	1293322901483273200
16.11.2017	1993223613741288200
17.11.2017	957572679366927100
18.11.2017	1515300261966196700
19.11.2017	949523351582288800
20.11.2017	1312095147644722200
21.11.2017	856327971200018700
22.11.2017	2330689762538881000
23.11.2017	4374125471868284000
24.11.2017	2786013427874420700
25.11.2017	1149654258589453800
26.11.2017	2108606377082600000
27.11.2017	1776428314366281000
28.11.2017	2119737534481671700
29.11.2017	1855383889078664700
30.11.2017	1575161921006378800
01.12.2017	2483187126340714000
02.12.2017	4551439553200203000
03.12.2017	2709858289455745500
04.12.2017	3803222300212583400
05.12.2017	2190282274733945900
06.12.2017	3124504730135817000
07.12.2017	3683872727204912600
08.12.2017	4113260331850650600
09.12.2017	2988807239737540600
10.12.2017	3186457734607315500
11.12.2017	3574476212056643000
12.12.2017	4898958550518204000
13.12.2017	6578479864278510000
14.12.2017	4887864818958644000
15.12.2017	6098745087301770000
16.12.2017	-8212423101300232000
17.12.2017	-5858336927018502000
18.12.2017	7706836945018198000
19.12.2017	6599509432864815000
20.12.2017	6900345586383327000
21.12.2017	-5850692575512549000
22.12.2017	8086264197503886000
23.12.2017	6807583928276498000
24.12.2017	-6658657682894246000
25.12.2017	4277227195274069000
26.12.2017	-6836902656820443000
27.12.2017	-9049081386649831000
28.12.2017	-8540490507606698000
29.12.2017	-6618922134745174000
30.12.2017	-7280585582208985000
31.12.2017	-6134181423688102000
01.01.2018	-5829664390863485000
02.01.2018	-7739273807051880000
03.01.2018	-7898604693938625000
04.01.2018	-6624950640692713000
05.01.2018	-1353940623700551700
06.01.2018	6476256999753712000
07.01.2018	6118828611454388000
08.01.2018	2685520345111684600
09.01.2018	-4289143347805763600
10.01.2018	-6282870369741212000
11.01.2018	-6973488450866780000
12.01.2018	8252470318220111000
13.01.2018	7786212563475735000
14.01.2018	6319947041042199000
15.01.2018	-5203392855684018000
16.01.2018	-5112589538305905000
17.01.2018	-9208960781200249000
18.01.2018	2421853931789993500
19.01.2018	2337233156475247000
20.01.2018	1983332694330530600
21.01.2018	4247146436238414300
22.01.2018	7664775472683822000
23.01.2018	2312666044375596500
24.01.2018	2544984570382861000
25.01.2018	2717094529064452600
26.01.2018	2959700060396849000
27.01.2018	3193989823548118000
28.01.2018	2563680743174260000
29.01.2018	2308637129079016400
30.01.2018	2851363563082385400
31.01.2018	3024348785387462000
01.02.2018	3028793404454860000
02.02.2018	4198009269904704000
03.02.2018	2865739124141575700
04.02.2018	2217051144368413700
05.02.2018	1987894856402452200
06.02.2018	3012530060107772000
07.02.2018	2357842172934297600
08.02.2018	1922087718503328500
09.02.2018	2118396885206187300
10.02.2018	3654421348720478700
11.02.2018	2944443161334575600
12.02.2018	3772541850592414700
13.02.2018	3899748850010761700
14.02.2018	5312077465966083000
15.02.2018	5013164296682277000
16.02.2018	4122164255443030000
17.02.2018	2703758226298285600
18.02.2018	2438239030619262500
19.02.2018	2459051985505459700
20.02.2018	6982076363965297000
21.02.2018	3201834928260732400
22.02.2018	2824942609921014300
23.02.2018	7273880976033537000
24.02.2018	8825613861108954000
25.02.2018	7213508595436849000
26.02.2018	8674290558968446000
27.02.2018	8112825860127461000
28.02.2018	-8586974539578728000
01.03.2018	-8750167787739722000
02.03.2018	7273839280456074000
03.03.2018	-6641915359446438000
04.03.2018	7827773481645542000
05.03.2018	6738662163402716000
06.03.2018	-9056041601585897000
07.03.2018	7296458810733776000
08.03.2018	8518805303793514000
09.03.2018	7200252624763836000
10.03.2018	7410157085340577000
11.03.2018	5117605459656557000
12.03.2018	5786666082025465000
13.03.2018	5466003365689763000
14.03.2018	6101489343484473000
15.03.2018	8304849881958823000
16.03.2018	5223878270677100000
17.03.2018	6953013098811310000
18.03.2018	4454797419558078500
19.03.2018	7039956812962077000
20.03.2018	4550239697582176000
21.03.2018	5663560801560519000
22.03.2018	7180613064196542000
23.03.2018	4808947517318114000
24.03.2018	4483210409468794000
25.03.2018	6398179962193822000
26.03.2018	6005354989872962000
27.03.2018	4981783521033116000
28.03.2018	4534787338837717500
29.03.2018	6784333863862340000
30.03.2018	6708346977207570000
31.03.2018	4863183636422334000
01.04.2018	4353007507855943700
02.04.2018	2258604891264067800
03.04.2018	2448443241655143400
04.04.2018	2957323559015817000
05.04.2018	2872831437216770600
06.04.2018	3637146231270740000
07.04.2018	3823147054361725400
08.04.2018	4712600331212639000
09.04.2018	4459477927703540000
10.04.2018	5778476805285664000
11.04.2018	6553397673550711000
12.04.2018	6075617206904237000
13.04.2018	6187402888858642000
14.04.2018	9034204658325434000
15.04.2018	-7966430353798162000
16.04.2018	-2956413682193783000
17.04.2018	-5775926260965956000
18.04.2018	-6586102454287258000
19.04.2018	-8333790561643960000
20.04.2018	-9023042742916256000
21.04.2018	-7130091188598964000
22.04.2018	-7265809044166226000
23.04.2018	-8525305385920702000
24.04.2018	-5779397826155139000
25.04.2018	8759969749669838000
26.04.2018	7413236909977647000
27.04.2018	7636491560408726000
28.04.2018	7785667785705900000
29.04.2018	8117564273471397000
30.04.2018	9025138092856019000
01.05.2018	4614774091018635000
02.05.2018	4947315239241494000
03.05.2018	51239193837387900
04.05.2018	-4767086929476538000
05.05.2018	8578438263790734000
06.05.2018	6490177402324234000
07.05.2018	6965578985440762000
08.05.2018	-7380928199127630000
09.05.2018	7622492701781286000
10.05.2018	5414344441920815000
11.05.2018	4547339248467778000
12.05.2018	6034689760557920000
13.05.2018	5764432592910334000
14.05.2018	6541325949612090000
15.05.2018	7982676908100649000
16.05.2018	4224853074187833300
17.05.2018	3659505326760848000
18.05.2018	6038786395205637000
19.05.2018	5765583962489549000
20.05.2018	-4803187354153855000
21.05.2018	7074050849586192000
22.05.2018	3499775469450272000
23.05.2018	-7318731411663841000
24.05.2018	5695532042515945000
25.05.2018	5412730207402624000
26.05.2018	5298670593830386000
27.05.2018	4467064708356194300
28.05.2018	3872711933237421000
29.05.2018	4238865928728391000
30.05.2018	5623395648448049000
31.05.2018	4995160201758545000
01.06.2018	3282272003195351600
02.06.2018	3980300073657933000
03.06.2018	7486783246605636000
04.06.2018	4132250261608092000
05.06.2018	3806158025641526300
06.06.2018	7205625465222562000
07.06.2018	5033049195756605000
08.06.2018	4486373478865849300
09.06.2018	3612302391237369000
10.06.2018	-8540337038103376000
11.06.2018	4756659213585804000
12.06.2018	3731349848026045400
13.06.2018	4551436290947596000
14.06.2018	6836588205395428000
15.06.2018	6562491555217951000
16.06.2018	2895904815679103000
17.06.2018	3727693270641165300
18.06.2018	3687828328005926400
19.06.2018	3202253328183478000
20.06.2018	2952021178369891300
21.06.2018	2753800409254725600
22.06.2018	3649747681682822000
23.06.2018	6748843582341116000
24.06.2018	5225318357189124000
25.06.2018	6732821852799658000
26.06.2018	3405511128462955500
27.06.2018	3937472694681658000
28.06.2018	4009365838670240000
29.06.2018	2918885123117040000
30.06.2018	3404197472972274000
01.07.2018	3315024774182795300
02.07.2018	3973798868609696000
03.07.2018	5870447384030715000
04.07.2018	6114939059987321000
05.07.2018	3163253860132467000
06.07.2018	3946049708437654000
07.07.2018	3793826410588140500
08.07.2018	3267613834389994000
09.07.2018	3126707974968681000
10.07.2018	4050343260744294400
11.07.2018	6218095793943716000
12.07.2018	3424145381017443300
13.07.2018	3881314036583699500
14.07.2018	2465098590474321000
15.07.2018	3687899231600550000
16.07.2018	5338591721541833000
17.07.2018	-5091485122046153000
18.07.2018	158570525183778600
19.07.2018	8926194021090723000
20.07.2018	5173073638107231000
21.07.2018	3122300660654740000
22.07.2018	4188091947936931300
23.07.2018	4098460821238957000
24.07.2018	4794850671168390000
25.07.2018	4396764787309597000
26.07.2018	4490205510585258500
27.07.2018	-9134065806094076000
28.07.2018	4960247041051778000
29.07.2018	4432036756042695700
30.07.2018	2372012038532020700
31.07.2018	3168984494096162000
01.08.2018	2941741261340110300
02.08.2018	2562974084294304300
03.08.2018	2636774479581655600
04.08.2018	2225049722531030800
05.08.2018	1478730052754212400
06.08.2018	2871962036886787600
07.08.2018	2355844412269035000
08.08.2018	1977496377236265500
09.08.2018	1687610463625918200
10.08.2018	907401617130120000
11.08.2018	1658875897330004700
12.08.2018	1008822480331885300
13.08.2018	3059605824993464000
14.08.2018	1244041392160957700
15.08.2018	848994722147999600
16.08.2018	1624060272195139000
17.08.2018	3466113338777495000
18.08.2018	1847559030942517000
19.08.2018	2383034446369054000
20.08.2018	3819871333934662700
21.08.2018	2220633883761223200
22.08.2018	4878124749062921000
23.08.2018	629514381582659700
24.08.2018	662337448395762400
25.08.2018	742958602076599200
26.08.2018	4662703179804965000
27.08.2018	1500587437003547400
28.08.2018	3906557903891887600
29.08.2018	3309239366413779000
30.08.2018	585416013127653600
31.08.2018	-7146292276864006000
01.09.2018	-1307953137889235000
02.09.2018	5628167244580168000
03.09.2018	-8387704401534294000
04.09.2018	-5761565523935560000
05.09.2018	6949714540287454000
06.09.2018	8110408281427251000
07.09.2018	4436981013063809000
08.09.2018	-576528259875291100
09.09.2018	4227427209556073500
10.09.2018	-611917081965719600
11.09.2018	-7305290687339573000
12.09.2018	659738023217575200
13.09.2018	-1717533973705269200
14.09.2018	-6846675706140365000
15.09.2018	7732566688747297000
16.09.2018	6209032420023964000
17.09.2018	-8840085161535508000
18.09.2018	7669768352945102000
19.09.2018	-8668032885904796000
20.09.2018	-8623382696378458000
21.09.2018	8604599030357678000
22.09.2018	3993447758813905000
23.09.2018	4031458133285860400
24.09.2018	3922222229250863000
25.09.2018	4865203555693033000
26.09.2018	-5742718705423968000
27.09.2018	7369273398143755000
28.09.2018	7180003244275653000
29.09.2018	3417502115433380000
30.09.2018	5731898274123419000
01.10.2018	4274202862627257000
02.10.2018	-7422817102279299000
03.10.2018	-7795299190054738000
04.10.2018	5818716748567980000
05.10.2018	5271402576926414000
06.10.2018	3329997301418662400
07.10.2018	3117162830259655700
08.10.2018	8131934057829749000
09.10.2018	6639542008134482000
10.10.2018	3676661480713333000
11.10.2018	7833696614820282000
12.10.2018	4970313756683129000
13.10.2018	2815430961882513400
14.10.2018	1539113125770770200
15.10.2018	6363931758358536000
16.10.2018	7110831025348670000
17.10.2018	7717839957102476000
18.10.2018	8601303886847650000
19.10.2018	-8294564796390355000
20.10.2018	3865096056315165700
21.10.2018	3860340349670812000
22.10.2018	8383792080059307000
23.10.2018	-1572840638403680300
24.10.2018	-1828329340447832000
25.10.2018	-3761406306672890000
26.10.2018	-3670072697984606000
27.10.2018	9133047916662541000
28.10.2018	6603830646983580000
29.10.2018	-4592124513394370600
30.10.2018	-6557456180671209000
31.10.2018	1066689001878948700
01.11.2018	7433612073296317000
02.11.2018	-47553110704834560
03.11.2018	3101321516275997000
04.11.2018	3992239866240722400
05.11.2018	-4429279037801763000
06.11.2018	2434713602962582500
07.11.2018	388219595368270500
08.11.2018	-7041746084722180000
09.11.2018	6920579332609279000
10.11.2018	-669553275511674900
11.11.2018	588157921476971900
12.11.2018	3833233916434829300
13.11.2018	6148436622781222000
14.11.2018	-704342509510172700
15.11.2018	-1308320426458157000
16.11.2018	2917944180321606000
17.11.2018	4678053549964101000
18.11.2018	-7068951308328972000
19.11.2018	-8528818736422545000
20.11.2018	7812784496562652000
21.11.2018	-5893980675132162000
22.11.2018	-2568487532178331600
23.11.2018	-5230133495421731000
24.11.2018	8557699557680210000
25.11.2018	-8918427887904391000
26.11.2018	-7923325247044762000
27.11.2018	-2916626992138709000
28.11.2018	-3633068667258659000
29.11.2018	-9017693734128179000
30.11.2018	1399081855973429200
01.12.2018	-4130131966004158500
02.12.2018	-8628132813123518000
03.12.2018	-6989394800070842000
04.12.2018	-9194190099312450000
05.12.2018	-917191131029837800
06.12.2018	3428886850997706000
07.12.2018	-1936565175483213800
08.12.2018	-5579151571114451000
09.12.2018	-2128145160936544300
10.12.2018	642037429742004200
11.12.2018	-3031057905076547600
12.12.2018	6860123019737944000
13.12.2018	229209719463328420
14.12.2018	-725971216940415000
15.12.2018	-2865218451185326000
16.12.2018	-83713298448943100
17.12.2018	-6068081204845873000
18.12.2018	-3894498167964692500
19.12.2018	-8977170413897306000
20.12.2018	-2127768433111423000
21.12.2018	202350576101575170
22.12.2018	-6198655086432698000
23.12.2018	-3302425211498150000
24.12.2018	5975891720757979000
25.12.2018	-6735719184810586000
26.12.2018	972223390474018300
27.12.2018	2122042203679342800
28.12.2018	3275018707588559400
29.12.2018	-5160221109914567000
30.12.2018	-6121950074013245000
31.12.2018	-5815676872950135000
01.01.2019	-8571300561720062000
02.01.2019	-7926665505357117000
03.01.2019	-4807589115473678000
04.01.2019	7739586727980177000
05.01.2019	5014991049268231000
06.01.2019	4198874502262395000
07.01.2019	-6914827246586573000
08.01.2019	-8905642877133828000
09.01.2019	829527733231110700
10.01.2019	-9107480293999020000
11.01.2019	-6024551791084296000
12.01.2019	-7945172760491090000
13.01.2019	-7266857628470596000
14.01.2019	-5584681124561181000
15.01.2019	2788067967640151600
16.01.2019	-6154965267074918000
